old_id,new_id
33274,275
33279,276
512,277
515,278
516,279
517,280
519,281
521,282
33290,283
522,284
33294,285
33301,286
33303,287
536,288
544,289
33314,290
33315,291
33316,292
546,293
33318,294
552,295
33320,296
554,297
33325,298
33331,299
33335,300
33342,301
581,302
33351,303
33352,304
588,305
33357,306
594,307
33364,308
33368,309
33370,310
605,311
33373,312
33378,313
611,314
33379,315
33381,316
33380,317
33385,318
617,319
33388,320
625,321
33394,322
33395,323
626,324
33398,325
33399,326
630,327
633,328
33401,329
33402,330
33407,331
644,332
645,333
648,334
649,335
651,336
33424,337
663,338
33433,339
33434,340
33438,341
33439,342
671,343
673,344
33443,345
33452,346
33454,347
33457,348
691,349
33460,350
33462,351
695,352
33463,353
697,354
33465,355
33468,356
703,357
33472,358
712,359
33480,360
714,361
717,362
33489,363
722,364
723,365
33493,366
726,367
33497,368
33503,369
33504,370
738,371
33508,372
33509,373
742,374
33511,375
744,376
33513,377
747,378
33515,379
33519,380
33521,381
755,382
756,383
758,384
33527,385
760,386
33529,387
768,388
769,389
33540,390
33543,391
775,392
777,393
778,394
780,395
781,396
33548,397
33552,398
33554,399
33557,400
790,401
33559,402
33560,403
794,404
795,405
33568,406
33569,407
33572,408
33575,409
809,410
810,411
33579,412
812,413
33580,414
33587,415
820,416
33589,417
33590,418
823,419
33592,420
33593,421
33602,422
836,423
33606,424
33613,425
33614,426
849,427
852,428
853,429
33621,430
33623,431
857,432
33626,433
859,434
863,435
33632,436
33636,437
33637,438
33640,439
873,440
33642,441
874,442
877,443
878,444
33647,445
880,446
881,447
33651,448
884,449
883,450
889,451
890,452
895,453
33668,454
33671,455
33672,456
903,457
33674,458
907,459
904,460
33673,461
913,462
33682,463
33686,464
920,465
33690,466
33692,467
927,468
928,469
930,470
33701,471
33705,472
33706,473
939,474
940,475
33709,476
941,477
945,478
33716,479
33718,480
33719,481
952,482
33720,483
33722,484
33724,485
33728,486
33729,487
961,488
33731,489
33735,490
33736,491
968,492
972,493
33741,494
33745,495
33746,496
979,497
33748,498
33754,499
33756,500
33757,501
994,502
33764,503
999,504
1000,505
33768,506
1003,507
33772,508
1005,509
1006,510
1004,511
33776,512
33782,513
33783,514
33784,515
1017,516
33787,517
33788,518
1022,519
33791,520
33792,521
1025,522
33793,523
33796,524
1028,525
1035,526
1039,527
33810,528
33813,529
33816,530
1048,531
33819,532
33825,533
1057,534
33827,535
1062,536
1063,537
1065,538
1069,539
1073,540
1076,541
33845,542
33846,543
33847,544
1080,545
33852,546
1086,547
33855,548
1087,549
33857,550
1090,551
33862,552
1094,553
1096,554
33863,555
1099,556
1103,557
1104,558
33871,559
1106,560
33873,561
1110,562
1112,563
33881,564
1115,565
33884,566
1117,567
1118,568
33886,569
1120,570
1121,571
33894,572
33897,573
33898,574
1131,575
1132,576
1134,577
1139,578
1140,579
33909,580
33910,581
33911,582
1142,583
1148,584
1151,585
33919,586
1154,587
1157,588
1158,589
1160,590
33929,591
1169,592
1172,593
33942,594
1176,595
33945,596
33944,597
1179,598
1181,599
33950,600
1183,601
1185,602
33953,603
33956,604
33957,605
1188,606
33959,607
1190,608
1194,609
1197,610
1199,611
1202,612
1203,613
33970,614
33973,615
1208,616
33978,617
1214,618
1215,619
1216,620
1217,621
33984,622
1219,623
33986,624
33990,625
1231,626
1232,627
1233,628
34002,629
1234,630
34004,631
34005,632
1240,633
1244,634
34012,635
34013,636
1250,637
34019,638
1253,639
34022,640
34023,641
34024,642
34027,643
1263,644
34034,645
1266,646
34036,647
34040,648
1272,649
34044,650
34045,651
34047,652
34048,653
34049,654
34050,655
1284,656
34055,657
1287,658
34058,659
34061,660
34063,661
34065,662
34067,663
1301,664
34069,665
1308,666
34079,667
34080,668
1313,669
1322,670
1323,671
34092,672
34094,673
1327,674
1330,675
34099,676
1335,677
1337,678
34106,679
34108,680
34111,681
1347,682
34121,683
1354,684
34124,685
1356,686
34126,687
1359,688
34128,689
1360,690
34127,691
1357,692
1364,693
1365,694
34134,695
34137,696
1373,697
1374,698
34141,699
34144,700
1376,701
1377,702
1378,703
34148,704
1379,705
1382,706
34146,707
34154,708
1387,709
1391,710
34160,711
1392,712
1393,713
34163,714
1396,715
1398,716
34166,717
34169,718
1402,719
1405,720
1406,721
34175,722
1408,723
1409,724
1411,725
1416,726
34190,727
34194,728
1426,729
1427,730
34197,731
1429,732
34199,733
1432,734
1434,735
34203,736
34202,737
1439,738
1440,739
34209,740
34208,741
1443,742
34213,743
34214,744
1447,745
34216,746
34217,747
1450,748
1446,749
34220,750
34221,751
34222,752
1452,753
34224,754
1455,755
1458,756
34229,757
34230,758
1463,759
1464,760
34234,761
1467,762
1468,763
1471,764
34243,765
1476,766
34244,767
34249,768
1481,769
1483,770
1485,771
34254,772
34256,773
34259,774
34262,775
34264,776
1498,777
34270,778
1503,779
1505,780
34274,781
34276,782
34278,783
1511,784
34281,785
34282,786
1514,787
1516,788
34283,789
34284,790
34287,791
34289,792
34292,793
1525,794
34295,795
1529,796
1530,797
34300,798
34303,799
34304,800
1536,801
34308,802
1540,803
34310,804
1542,805
1541,806
1545,807
1546,808
1543,809
34320,810
34321,811
1553,812
1556,813
34325,814
1559,815
1560,816
34329,817
34327,818
34335,819
34339,820
34343,821
1576,822
1577,823
1578,824
1582,825
1583,826
34350,827
34355,828
34356,829
34358,830
34362,831
1598,832
1599,833
34368,834
1600,835
34370,836
34371,837
34379,838
34380,839
1612,840
1614,841
1616,842
34386,843
1618,844
1621,845
34389,846
34394,847
1631,848
34401,849
1633,850
34407,851
1639,852
1640,853
1643,854
1648,855
1649,856
1653,857
34423,858
1658,859
34427,860
34428,861
34429,862
34430,863
34433,864
1670,865
1673,866
34445,867
34446,868
34448,869
34449,870
34450,871
34451,872
34456,873
34457,874
1689,875
34458,876
34459,877
1693,878
1694,879
1695,880
1692,881
34465,882
34466,883
1700,884
1702,885
34473,886
1710,887
34479,888
1712,889
1713,890
34483,891
1719,892
34487,893
34489,894
1723,895
34492,896
34494,897
34496,898
34497,899
1729,900
1728,901
34502,902
34503,903
34504,904
1744,905
1747,906
1749,907
34519,908
1752,909
34524,910
1757,911
34525,912
34530,913
34531,914
34533,915
1774,916
1775,917
1782,918
34551,919
34550,920
1783,921
1787,922
34557,923
34565,924
34570,925
1804,926
34573,927
34574,928
34578,929
1811,930
34582,931
34584,932
34586,933
1819,934
1818,935
34590,936
1823,937
1824,938
1825,939
1826,940
34593,941
34592,942
34594,943
1830,944
1831,945
1835,946
34605,947
34608,948
1841,949
34610,950
1846,951
1848,952
34619,953
34622,954
34625,955
34627,956
1862,957
34635,958
1870,959
1871,960
34640,961
1875,962
34643,963
1879,964
34648,965
1883,966
1890,967
1891,968
34658,969
34660,970
1896,971
34664,972
34666,973
34668,974
1905,975
1907,976
34675,977
1909,978
34678,979
1916,980
34685,981
34688,982
34690,983
1924,984
1925,985
1930,986
34702,987
1935,988
1934,989
1936,990
1938,991
1939,992
1940,993
34706,994
1942,995
34714,996
1947,997
34717,998
34720,999
1957,1000
1958,1001
1962,1002
1965,1003
34734,1004
34735,1005
1969,1006
1970,1007
34739,1008
34745,1009
1979,1010
1981,1011
34755,1012
34756,1013
1991,1014
1993,1015
1994,1016
34763,1017
1998,1018
1999,1019
34768,1020
34766,1021
2002,1022
2007,1023
2010,1024
34781,1025
2014,1026
2015,1027
34786,1028
2019,1029
34789,1030
2022,1031
2024,1032
2026,1033
2035,1034
2038,1035
2040,1036
34809,1037
2043,1038
34816,1039
34817,1040
2050,1041
2051,1042
34819,1043
2054,1044
34823,1045
34824,1046
2057,1047
2055,1048
34829,1049
2062,1050
2063,1051
2064,1052
2067,1053
2075,1054
34844,1055
2077,1056
2078,1057
2079,1058
2081,1059
34850,1060
34851,1061
32978,1062
2086,1063
2087,1064
2088,1065
34854,1066
2090,1067
2091,1068
2092,1069
34861,1070
2094,1071
34862,1072
2097,1073
34866,1074
2099,1075
34867,1076
2102,1077
2103,1078
34871,1079
2106,1080
2108,1081
34878,1082
2110,1083
34881,1084
2113,1085
2116,1086
34886,1087
2120,1088
2124,1089
34893,1090
2130,1091
34898,1092
2132,1093
2141,1094
34909,1095
2144,1096
2146,1097
34915,1098
2150,1099
2151,1100
2154,1101
34927,1102
34929,1103
34931,1104
2164,1105
2163,1106
2170,1107
34939,1108
34940,1109
34942,1110
34943,1111
2178,1112
34946,1113
2180,1114
34949,1115
2179,1116
2186,1117
2187,1118
34956,1119
34955,1120
2198,1121
34966,1122
34968,1123
34969,1124
34971,1125
2205,1126
34974,1127
34975,1128
34977,1129
2210,1130
34981,1131
34986,1132
34991,1133
2224,1134
2225,1135
34993,1136
34995,1137
2228,1138
2229,1139
2232,1140
35003,1141
35004,1142
2237,1143
2238,1144
2240,1145
2242,1146
2243,1147
2245,1148
35018,1149
35020,1150
2263,1151
2265,1152
35034,1153
2269,1154
35038,1155
2270,1156
2272,1157
35042,1158
2275,1159
35045,1160
2280,1161
35050,1162
35051,1163
35053,1164
35055,1165
2295,1166
35065,1167
2298,1168
35070,1169
35072,1170
2305,1171
2304,1172
2309,1173
2310,1174
35077,1175
2311,1176
35078,1177
2314,1178
35079,1179
35084,1180
35085,1181
2320,1182
35090,1183
2322,1184
35091,1185
2326,1186
35094,1187
35097,1188
35102,1189
35105,1190
2339,1191
35108,1192
2344,1193
35112,1194
2350,1195
35121,1196
2353,1197
35123,1198
35124,1199
35126,1200
35127,1201
2360,1202
2361,1203
2362,1204
35132,1205
35135,1206
2368,1207
2371,1208
35140,1209
2374,1210
35142,1211
2376,1212
35144,1213
2378,1214
35147,1215
2380,1216
2382,1217
2383,1218
35150,1219
2386,1220
2390,1221
2391,1222
35161,1223
35163,1224
2397,1225
35166,1226
35167,1227
35168,1228
2398,1229
35169,1230
35171,1231
35173,1232
35176,1233
2408,1234
35181,1235
35182,1236
35183,1237
2416,1238
35188,1239
2421,1240
2425,1241
2426,1242
35193,1243
2429,1244
35198,1245
35199,1246
2432,1247
2433,1248
2431,1249
2435,1250
35202,1251
35206,1252
2439,1253
35208,1254
35209,1255
35210,1256
35213,1257
2446,1258
2447,1259
35217,1260
2450,1261
2449,1262
2452,1263
35221,1264
35223,1265
35224,1266
2457,1267
2458,1268
35225,1269
2462,1270
35231,1271
35233,1272
35234,1273
2468,1274
2469,1275
2470,1276
2473,1277
35242,1278
2477,1279
35246,1280
2480,1281
35249,1282
2482,1283
2481,1284
35263,1285
35264,1286
2495,1287
35267,1288
35269,1289
2504,1290
2509,1291
2510,1292
35277,1293
2512,1294
2513,1295
2516,1296
2517,1297
35286,1298
2519,1299
35284,1300
35289,1301
35293,1302
2533,1303
35302,1304
2535,1305
2536,1306
2537,1307
35306,1308
2539,1309
2540,1310
2538,1311
2541,1312
2543,1313
2544,1314
2545,1315
2547,1316
35315,1317
35317,1318
2552,1319
35321,1320
2556,1321
35328,1322
2562,1323
2564,1324
35333,1325
35336,1326
2573,1327
2574,1328
35343,1329
2579,1330
35347,1331
2581,1332
35350,1333
35352,1334
35353,1335
2587,1336
2588,1337
2589,1338
2592,1339
2593,1340
35361,1341
35363,1342
2596,1343
35364,1344
2597,1345
35360,1346
35369,1347
2604,1348
35376,1349
35378,1350
2611,1351
35381,1352
35382,1353
35383,1354
2622,1355
35395,1356
2628,1357
35400,1358
2632,1359
35403,1360
2635,1361
35406,1362
2639,1363
35408,1364
2643,1365
35412,1366
35413,1367
2646,1368
35417,1369
35418,1370
2651,1371
35420,1372
2652,1373
35419,1374
35424,1375
2657,1376
35425,1377
2658,1378
2661,1379
35429,1380
35431,1381
2664,1382
2663,1383
35430,1384
2668,1385
2669,1386
2670,1387
35440,1388
2675,1389
2677,1390
35451,1391
35458,1392
2692,1393
35461,1394
2694,1395
2693,1396
35467,1397
35469,1398
35470,1399
2702,1400
35473,1401
2707,1402
2708,1403
2712,1404
2713,1405
2716,1406
2717,1407
35486,1408
2720,1409
2722,1410
35494,1411
2726,1412
35495,1413
35496,1414
2732,1415
35503,1416
35504,1417
35505,1418
35507,1419
2741,1420
35510,1421
35512,1422
2745,1423
2747,1424
2748,1425
35518,1426
2750,1427
35522,1428
35523,1429
35530,1430
2763,1431
35535,1432
35536,1433
35537,1434
2770,1435
2772,1436
35547,1437
2780,1438
2781,1439
35551,1440
2785,1441
35554,1442
35560,1443
35561,1444
35568,1445
2806,1446
35577,1447
2809,1448
2814,1449
35584,1450
35585,1451
2820,1452
2822,1453
2823,1454
35591,1455
2825,1456
35594,1457
35595,1458
2829,1459
2830,1460
2832,1461
35601,1462
35600,1463
35604,1464
2838,1465
35613,1466
2846,1467
2847,1468
35616,1469
35619,1470
2852,1471
35622,1472
2855,1473
35626,1474
35628,1475
35629,1476
35633,1477
2872,1478
2876,1479
2878,1480
2879,1481
35649,1482
35652,1483
35655,1484
2897,1485
35665,1486
35669,1487
35670,1488
35672,1489
2905,1490
2913,1491
35682,1492
35687,1493
35688,1494
35689,1495
2923,1496
35695,1497
35696,1498
2929,1499
35704,1500
35708,1501
35715,1502
35721,1503
2954,1504
2953,1505
35724,1506
35725,1507
35727,1508
2960,1509
35729,1510
2962,1511
35731,1512
2964,1513
2966,1514
35734,1515
2969,1516
35738,1517
2971,1518
2972,1519
2974,1520
35742,1521
2977,1522
2979,1523
35749,1524
35750,1525
2983,1526
35752,1527
2985,1528
2982,1529
35756,1530
35761,1531
2994,1532
35762,1533
2996,1534
35765,1535
35767,1536
2999,1537
35769,1538
3007,1539
35782,1540
35784,1541
3016,1542
35786,1543
3020,1544
35788,1545
3023,1546
3025,1547
35795,1548
35803,1549
35806,1550
3039,1551
3040,1552
3042,1553
3044,1554
35815,1555
35819,1556
3053,1557
35821,1558
3055,1559
35824,1560
3057,1561
35826,1562
3060,1563
3061,1564
35833,1565
3066,1566
35838,1567
35842,1568
35845,1569
3081,1570
35850,1571
35851,1572
35855,1573
35857,1574
3090,1575
3092,1576
3094,1577
35864,1578
35865,1579
3098,1580
35867,1581
35866,1582
35871,1583
3107,1584
3108,1585
35883,1586
3115,1587
35886,1588
35887,1589
3124,1590
35894,1591
3126,1592
35898,1593
35899,1594
35900,1595
35902,1596
35903,1597
35907,1598
35909,1599
3142,1600
35911,1601
3143,1602
3145,1603
35914,1604
35912,1605
3148,1606
35917,1607
35918,1608
35919,1609
3151,1610
35921,1611
35923,1612
35926,1613
3166,1614
35935,1615
3169,1616
35939,1617
3172,1618
35940,1619
35942,1620
3177,1621
35946,1622
3179,1623
35948,1624
35951,1625
3188,1626
35956,1627
35958,1628
3192,1629
35963,1630
35968,1631
35971,1632
35973,1633
35976,1634
3211,1635
35980,1636
3212,1637
3213,1638
35986,1639
3219,1640
35988,1641
3221,1642
35989,1643
35992,1644
35993,1645
3226,1646
35997,1647
35998,1648
3231,1649
3233,1650
36002,1651
3235,1652
36005,1653
3237,1654
36009,1655
36011,1656
3243,1657
3245,1658
3244,1659
3248,1660
3252,1661
36020,1662
36023,1663
36028,1664
3260,1665
3262,1666
36029,1667
3265,1668
36034,1669
3266,1670
36036,1671
36039,1672
3272,1673
3274,1674
36046,1675
36051,1676
3283,1677
3285,1678
36056,1679
3289,1680
36058,1681
3290,1682
3295,1683
3296,1684
36064,1685
3298,1686
36070,1687
3305,1688
36074,1689
36076,1690
3308,1691
36082,1692
36085,1693
36086,1694
3318,1695
3321,1696
3327,1697
3330,1698
36099,1699
3332,1700
36103,1701
36106,1702
3339,1703
36107,1704
36112,1705
3344,1706
3345,1707
36117,1708
36118,1709
3358,1710
36127,1711
36126,1712
36129,1713
36130,1714
3362,1715
36135,1716
3367,1717
36142,1718
3375,1719
3376,1720
36144,1721
3374,1722
3381,1723
3382,1724
36149,1725
3389,1726
3390,1727
36157,1728
36159,1729
36164,1730
3397,1731
3398,1732
3399,1733
3396,1734
36165,1735
36170,1736
3405,1737
3407,1738
36178,1739
36180,1740
3413,1741
36183,1742
36186,1743
3420,1744
36189,1745
36192,1746
3431,1747
3434,1748
36205,1749
36206,1750
36207,1751
3442,1752
36210,1753
36214,1754
36216,1755
3457,1756
36227,1757
3459,1758
3464,1759
3466,1760
36234,1761
3469,1762
3473,1763
3479,1764
3480,1765
3481,1766
36253,1767
3486,1768
3487,1769
36256,1770
36258,1771
3491,1772
36259,1773
3494,1774
36264,1775
36266,1776
3499,1777
36268,1778
36274,1779
36275,1780
3512,1781
3513,1782
36284,1783
36285,1784
36287,1785
3520,1786
3526,1787
3527,1788
36294,1789
3529,1790
36301,1791
36305,1792
36307,1793
3539,1794
3541,1795
36310,1796
36311,1797
36313,1798
3546,1799
36315,1800
36316,1801
3550,1802
36321,1803
36322,1804
36323,1805
36326,1806
3560,1807
3561,1808
3562,1809
36332,1810
36333,1811
3566,1812
36339,1813
36340,1814
3573,1815
36342,1816
36345,1817
3579,1818
3583,1819
3584,1820
3585,1821
3590,1822
36360,1823
36361,1824
3594,1825
36362,1826
36364,1827
3593,1828
46304,1829
3599,1830
3596,1831
36370,1832
36372,1833
3605,1834
36375,1835
3616,1836
36386,1837
3619,1838
36389,1839
36393,1840
3627,1841
3628,1842
36397,1843
36396,1844
3631,1845
3634,1846
36406,1847
3638,1848
36412,1849
3645,1850
36418,1851
3651,1852
36422,1853
3655,1854
36425,1855
3658,1856
36426,1857
3661,1858
36431,1859
3664,1860
3663,1861
36434,1862
3667,1863
36436,1864
36438,1865
3672,1866
36441,1867
3674,1868
36443,1869
3676,1870
3678,1871
3682,1872
36456,1873
3689,1874
36459,1875
36463,1876
3696,1877
3699,1878
36472,1879
3704,1880
36476,1881
3711,1882
3712,1883
36481,1884
36482,1885
36480,1886
36484,1887
36485,1888
3717,1889
3721,1890
36490,1891
36493,1892
36496,1893
3732,1894
36500,1895
3737,1896
36506,1897
3738,1898
3740,1899
36510,1900
3744,1901
36519,1902
36522,1903
36523,1904
3756,1905
36526,1906
36528,1907
3761,1908
3765,1909
36534,1910
36537,1911
3773,1912
36545,1913
36549,1914
36550,1915
36551,1916
36552,1917
3782,1918
36554,1919
3787,1920
3789,1921
36557,1922
3793,1923
36561,1924
3798,1925
3800,1926
3801,1927
36574,1928
3807,1929
3808,1930
3806,1931
36586,1932
3819,1933
3822,1934
36591,1935
3826,1936
3827,1937
36594,1938
3829,1939
36601,1940
3835,1941
3836,1942
36603,1943
36606,1944
3840,1945
36609,1946
36610,1947
3843,1948
3844,1949
36612,1950
3847,1951
3849,1952
36618,1953
36619,1954
36617,1955
36620,1956
3855,1957
3856,1958
36624,1959
3861,1960
3868,1961
3869,1962
36639,1963
36640,1964
3873,1965
3874,1966
36646,1967
3880,1968
36650,1969
36651,1970
3884,1971
3885,1972
3887,1973
3888,1974
36658,1975
3894,1976
36664,1977
3896,1978
3899,1979
36670,1980
36672,1981
36675,1982
36676,1983
36679,1984
36680,1985
3913,1986
3916,1987
36685,1988
3917,1989
3919,1990
36687,1991
36689,1992
36691,1993
36695,1994
36696,1995
36697,1996
36698,1997
36702,1998
3935,1999
36707,2000
36709,2001
36714,2002
3947,2003
36717,2004
3951,2005
3952,2006
3953,2007
36724,2008
3957,2009
36725,2010
36726,2011
36729,2012
3962,2013
36735,2014
36736,2015
36737,2016
3967,2017
3970,2018
3976,2019
3977,2020
36746,2021
36753,2022
3988,2023
3990,2024
36759,2025
3992,2026
3991,2027
36758,2028
36763,2029
36764,2030
36765,2031
36766,2032
3999,2033
3996,2034
4001,2035
36772,2036
4005,2037
4006,2038
36775,2039
36780,2040
4013,2041
36792,2042
36793,2043
4029,2044
4030,2045
4031,2046
36802,2047
4037,2048
4039,2049
36808,2050
36809,2051
36810,2052
4044,2053
4047,2054
36818,2055
4056,2056
4058,2057
36829,2058
36830,2059
36833,2060
4066,2061
36835,2062
36838,2063
36839,2064
4071,2065
36848,2066
36849,2067
4081,2068
4085,2069
36854,2070
4086,2071
36856,2072
36857,2073
4089,2074
4091,2075
36865,2076
36866,2077
4097,2078
4098,2079
36869,2080
4102,2081
4100,2082
36872,2083
36878,2084
36881,2085
36884,2086
36885,2087
4125,2088
36897,2089
4130,2090
36901,2091
4134,2092
4136,2093
4137,2094
4138,2095
36906,2096
4142,2097
36913,2098
36914,2099
4145,2100
4149,2101
36922,2102
36923,2103
36926,2104
36929,2105
4162,2106
4163,2107
4167,2108
4168,2109
36939,2110
36940,2111
4174,2112
4175,2113
36944,2114
36943,2115
36953,2116
4186,2117
36956,2118
4193,2119
36962,2120
36961,2121
4198,2122
36968,2123
36976,2124
4210,2125
36978,2126
4214,2127
4217,2128
36988,2129
36994,2130
4227,2131
4232,2132
37001,2133
37002,2134
37003,2135
4235,2136
37004,2137
37006,2138
37011,2139
37017,2140
37019,2141
37022,2142
4256,2143
4258,2144
37029,2145
4261,2146
4264,2147
37033,2148
37032,2149
37036,2150
4269,2151
4268,2152
4274,2153
37042,2154
4276,2155
37046,2156
37047,2157
37050,2158
37052,2159
37053,2160
37055,2161
4288,2162
4289,2163
37059,2164
4294,2165
37065,2166
37066,2167
37067,2168
4297,2169
4302,2170
4305,2171
4306,2172
37074,2173
37076,2174
37080,2175
4313,2176
4314,2177
37084,2178
4317,2179
4321,2180
37092,2181
37094,2182
37096,2183
4329,2184
4332,2185
4334,2186
37103,2187
4335,2188
37104,2189
37107,2190
4339,2191
4341,2192
4344,2193
37113,2194
37115,2195
4347,2196
4350,2197
37119,2198
37120,2199
37121,2200
4354,2201
4357,2202
37131,2203
4363,2204
37132,2205
4366,2206
4367,2207
4372,2208
37141,2209
4374,2210
4376,2211
4377,2212
37145,2213
37147,2214
37148,2215
37158,2216
4391,2217
4392,2218
4390,2219
4398,2220
4399,2221
37173,2222
37176,2223
4410,2224
37188,2225
4421,2226
37192,2227
37193,2228
37194,2229
4428,2230
37197,2231
4429,2232
37201,2233
37203,2234
37204,2235
37208,2236
37213,2237
4446,2238
37215,2239
4447,2240
4445,2241
4451,2242
37220,2243
37221,2244
4452,2245
4455,2246
37228,2247
4461,2248
4462,2249
37229,2250
4464,2251
37238,2252
4471,2253
4472,2254
4473,2255
37241,2256
4476,2257
4478,2258
37247,2259
37250,2260
4485,2261
4486,2262
4487,2263
37257,2264
4493,2265
37262,2266
37266,2267
4498,2268
37276,2269
4508,2270
4514,2271
4518,2272
37288,2273
37291,2274
37292,2275
4533,2276
4534,2277
4538,2278
37307,2279
4541,2280
37311,2281
4544,2282
4546,2283
37317,2284
37318,2285
37322,2286
4557,2287
4562,2288
4564,2289
4565,2290
37334,2291
37335,2292
4576,2293
4577,2294
4579,2295
37349,2296
37352,2297
37354,2298
37355,2299
37357,2300
4589,2301
4591,2302
37359,2303
4593,2304
4595,2305
37364,2306
4597,2307
4600,2308
4601,2309
4605,2310
4606,2311
37374,2312
37377,2313
4614,2314
37385,2315
4618,2316
4619,2317
4620,2318
37388,2319
37400,2320
4634,2321
4635,2322
37405,2323
4639,2324
4642,2325
37411,2326
37417,2327
37418,2328
4656,2329
4658,2330
4659,2331
4663,2332
37431,2333
37436,2334
4671,2335
4673,2336
4674,2337
4675,2338
37442,2339
37449,2340
37453,2341
37454,2342
4687,2343
37455,2344
37458,2345
37460,2346
4692,2347
37462,2348
37464,2349
37465,2350
4698,2351
4697,2352
37468,2353
4700,2354
37478,2355
4711,2356
4713,2357
37485,2358
37486,2359
37489,2360
37490,2361
4724,2362
37496,2363
4731,2364
37504,2365
37506,2366
4739,2367
37508,2368
37511,2369
4749,2370
37518,2371
37520,2372
4753,2373
37524,2374
4756,2375
37527,2376
37528,2377
37531,2378
37538,2379
37543,2380
4776,2381
4778,2382
4779,2383
4781,2384
4782,2385
37552,2386
37553,2387
37557,2388
4790,2389
4792,2390
4793,2391
4795,2392
4796,2393
4799,2394
37570,2395
4807,2396
37576,2397
4809,2398
4808,2399
4812,2400
4813,2401
4814,2402
4818,2403
37586,2404
4821,2405
37590,2406
4824,2407
4825,2408
37594,2409
4828,2410
37600,2411
4833,2412
37602,2413
4832,2414
4836,2415
37606,2416
37611,2417
4844,2418
4847,2419
37619,2420
4853,2421
4855,2422
37625,2423
37626,2424
37630,2425
4862,2426
37634,2427
37637,2428
4870,2429
4871,2430
37642,2431
37645,2432
37646,2433
37647,2434
4879,2435
37654,2436
37656,2437
4889,2438
37658,2439
37659,2440
4895,2441
37664,2442
4896,2443
4898,2444
37665,2445
4897,2446
37674,2447
37675,2448
4913,2449
37681,2450
37687,2451
4920,2452
4921,2453
37691,2454
37693,2455
4925,2456
4927,2457
4928,2458
4931,2459
4932,2460
37705,2461
4938,2462
4940,2463
37709,2464
37710,2465
4942,2466
37711,2467
4945,2468
4947,2469
37718,2470
37719,2471
4952,2472
37722,2473
37724,2474
4957,2475
37725,2476
37727,2477
4960,2478
37728,2479
4962,2480
37731,2481
37733,2482
4966,2483
4967,2484
37734,2485
4971,2486
37739,2487
37742,2488
4975,2489
4977,2490
37749,2491
4982,2492
4983,2493
37752,2494
4985,2495
37754,2496
4986,2497
4987,2498
4989,2499
4981,2500
4988,2501
37765,2502
37766,2503
5002,2504
37774,2505
5006,2506
37776,2507
5011,2508
5013,2509
5014,2510
5015,2511
5020,2512
37788,2513
5022,2514
5024,2515
5025,2516
37792,2517
5031,2518
37803,2519
5035,2520
37807,2521
5042,2522
5045,2523
5046,2524
5047,2525
37818,2526
37824,2527
37825,2528
5063,2529
37832,2530
5065,2531
5067,2532
37836,2533
5068,2534
37835,2535
5069,2536
