user_id,basket_id,days_since_prior_basket,days
11,203,10.0,342
11,204,6.0,348
11,205,3.0,351
12,206,100000.0,251
12,207,3.0,254
12,208,1.0,255
12,209,3.0,258
12,210,4.0,262
12,211,2.0,264
12,212,2.0,266
12,213,2.0,268
12,214,4.0,272
12,215,6.0,278
12,216,5.0,283
12,217,2.0,285
12,218,5.0,290
12,219,4.0,294
12,220,2.0,296
12,221,2.0,298
12,222,4.0,302
12,223,2.0,304
12,224,4.0,308
12,225,3.0,311
12,226,2.0,313
12,227,6.0,319
12,228,3.0,322
12,229,5.0,327
12,230,5.0,332
12,231,3.0,335
12,232,7.0,342
12,233,3.0,345
12,234,5.0,350
12,235,3.0,353
13,236,100000.0,250
13,237,2.0,252
13,238,2.0,254
13,239,1.0,255
13,240,8.0,263
13,241,18.0,281
13,242,1.0,282
13,243,2.0,284
13,244,7.0,291
13,245,5.0,296
13,246,2.0,298
13,247,4.0,302
13,248,6.0,308
13,249,2.0,310
13,250,4.0,314
13,251,10.0,324
13,252,7.0,331
13,253,0.0,331
13,254,4.0,335
13,255,4.0,339
13,256,3.0,342
13,257,3.0,345
13,258,4.0,349
13,259,1.0,350
13,260,2.0,352
13,261,2.0,354
14,262,100000.0,264
14,263,1.0,265
14,264,6.0,271
14,265,2.0,273
14,266,5.0,278
14,267,2.0,280
14,268,16.0,296
14,269,8.0,304
14,270,6.0,310
14,271,4.0,314
14,272,3.0,317
14,273,6.0,323
14,274,2.0,325
14,275,3.0,328
14,276,2.0,330
14,277,5.0,335
14,278,4.0,339
14,279,3.0,342
14,280,3.0,345
14,281,8.0,353
14,282,4.0,357
15,283,100000.0,253
15,284,0.0,253
15,285,7.0,260
15,286,0.0,260
15,287,1.0,261
15,288,5.0,266
15,289,11.0,277
15,290,3.0,280
15,291,4.0,284
15,292,3.0,287
15,293,5.0,292
15,294,9.0,301
15,295,3.0,304
15,296,4.0,308
15,297,5.0,313
15,298,8.0,321
15,299,7.0,328
15,300,3.0,331
15,301,0.0,331
16,302,100000.0,253
16,303,6.0,259
16,304,6.0,265
16,305,9.0,274
16,306,8.0,282
16,307,8.0,290
16,308,4.0,294
16,309,4.0,298
16,310,3.0,301
16,311,5.0,306
16,312,6.0,312
16,313,6.0,318
16,314,1.0,319
16,315,3.0,322
16,316,3.0,325
16,317,6.0,331
16,318,5.0,336
17,319,100000.0,255
17,320,2.0,257
17,321,2.0,259
17,322,9.0,268
17,323,10.0,278
17,324,21.0,299
17,325,14.0,313
17,326,11.0,324
17,327,3.0,327
17,328,15.0,342
18,329,100000.0,253
18,330,1.0,254
18,331,5.0,259
18,332,1.0,260
18,333,1.0,261
18,334,6.0,267
18,335,6.0,273
18,336,7.0,280
18,337,4.0,284
18,338,6.0,290
18,339,4.0,294
18,340,2.0,296
18,341,6.0,302
18,342,6.0,308
18,343,7.0,315
18,344,2.0,317
18,345,5.0,322
18,346,7.0,329
18,347,0.0,329
18,348,7.0,336
18,349,1.0,337
18,350,6.0,343
18,351,8.0,351
18,352,6.0,357
19,353,100000.0,255
19,354,4.0,259
19,355,10.0,269
19,356,3.0,272
19,357,3.0,275
19,358,5.0,280
19,359,5.0,285
19,360,3.0,288
19,361,5.0,293
19,362,22.0,315
19,363,5.0,320
19,364,5.0,325
19,365,4.0,329
19,366,3.0,332
19,367,5.0,337
19,368,6.0,343
19,369,3.0,346
19,370,9.0,355
20,371,100000.0,256
20,372,4.0,260
20,373,17.0,277
20,374,1.0,278
20,375,7.0,285
20,376,6.0,291
20,377,18.0,309
20,378,3.0,312
20,379,7.0,319
21,380,100000.0,251
21,381,9.0,260
21,382,13.0,273
21,383,6.0,279
21,384,7.0,286
21,385,6.0,292
21,386,8.0,300
21,387,13.0,313
21,388,9.0,322
21,389,7.0,329
21,390,7.0,336
21,391,12.0,348
22,392,100000.0,251
22,393,5.0,256
22,394,7.0,263
22,395,6.0,269
22,396,6.0,275
22,397,3.0,278
22,398,6.0,284
22,399,7.0,291
22,400,4.0,295
22,401,8.0,303
22,402,8.0,311
22,403,3.0,314
22,404,5.0,319
22,405,8.0,327
22,406,7.0,334
22,407,5.0,339
22,408,6.0,345
22,409,6.0,351
23,410,100000.0,256
23,411,6.0,262
23,412,7.0,269
23,413,11.0,280
23,414,5.0,285
23,415,3.0,288
23,416,1.0,289
23,417,1.0,290
23,418,2.0,292
23,419,1.0,293
23,420,4.0,297
23,421,5.0,302
23,422,5.0,307
23,423,4.0,311
23,424,1.0,312
23,425,3.0,315
23,426,6.0,321
23,427,5.0,326
23,428,1.0,327
23,429,2.0,329
23,430,3.0,332
23,431,2.0,334
23,432,2.0,336
23,433,2.0,338
23,434,0.0,338
23,435,4.0,342
23,436,2.0,344
23,437,1.0,345
23,438,5.0,350
23,439,1.0,351
23,440,6.0,357
23,441,2.0,359
24,442,100000.0,253
24,443,1.0,254
24,444,1.0,255
24,445,1.0,256
24,446,3.0,259
24,447,1.0,260
24,448,1.0,261
24,449,0.0,261
24,450,2.0,263
24,451,1.0,264
24,452,0.0,264
24,453,3.0,267
24,454,1.0,268
24,455,0.0,268
24,456,1.0,269
24,457,2.0,271
24,458,1.0,272
24,459,2.0,274
24,460,0.0,274
24,461,1.0,275
24,462,1.0,276
24,463,0.0,276
24,464,6.0,282
24,465,1.0,283
24,466,2.0,285
24,467,1.0,286
25,468,100000.0,253
25,469,6.0,259
25,470,5.0,264
25,471,7.0,271
25,472,5.0,276
25,473,5.0,281
25,474,22.0,303
25,475,5.0,308
25,476,2.0,310
25,477,9.0,319
25,478,8.0,327
25,479,7.0,334
25,480,9.0,343
25,481,8.0,351
25,482,3.0,354
26,483,100000.0,250
26,484,3.0,253
26,485,3.0,256
26,486,1.0,257
26,487,1.0,258
26,488,3.0,261
26,489,2.0,263
26,490,7.0,270
26,491,3.0,273
26,492,1.0,274
26,493,4.0,278
26,494,3.0,281
26,495,3.0,284
26,496,4.0,288
26,497,1.0,289
26,498,3.0,292
26,499,5.0,297
26,500,4.0,301
26,501,8.0,309
26,502,2.0,311
26,503,2.0,313
26,504,4.0,317
27,505,100000.0,255
27,506,5.0,260
27,507,2.0,262
27,508,2.0,264
27,509,4.0,268
27,510,5.0,273
27,511,4.0,277
27,512,2.0,279
27,513,4.0,283
27,514,2.0,285
27,515,3.0,288
27,516,2.0,290
27,517,4.0,294
27,518,4.0,298
27,519,3.0,301
27,520,1.0,302
27,521,3.0,305
27,522,2.0,307
27,523,2.0,309
27,524,4.0,313
27,525,4.0,317
27,526,2.0,319
27,527,3.0,322
27,528,1.0,323
27,529,3.0,326
27,530,1.0,327
27,531,3.0,330
27,532,5.0,335
27,533,3.0,338
27,534,4.0,342
27,535,5.0,347
27,536,1.0,348
27,537,2.0,350
27,538,6.0,356
27,539,1.0,357
28,540,100000.0,256
28,541,5.0,261
28,542,10.0,271
28,543,4.0,275
28,544,10.0,285
28,545,6.0,291
28,546,8.0,299
28,547,5.0,304
28,548,1.0,305
28,549,7.0,312
28,550,1.0,313
28,551,2.0,315
28,552,11.0,326
28,553,4.0,330
28,554,0.0,330
28,555,3.0,333
29,556,100000.0,260
29,557,3.0,263
29,558,8.0,271
29,559,14.0,285
29,560,3.0,288
29,561,6.0,294
29,562,3.0,297
29,563,3.0,300
29,564,4.0,304
29,565,16.0,320
29,566,17.0,337
29,567,3.0,340
30,568,100000.0,254
30,569,1.0,255
30,570,6.0,261
30,571,5.0,266
30,572,6.0,272
30,573,0.0,272
30,574,3.0,275
30,575,0.0,275
30,576,4.0,279
30,577,3.0,282
30,578,2.0,284
30,579,0.0,284
30,580,3.0,287
30,581,9.0,296
30,582,6.0,302
30,583,3.0,305
30,584,4.0,309
30,585,0.0,309
30,586,4.0,313
30,587,4.0,317
30,588,2.0,319
30,589,2.0,321
30,590,5.0,326
30,591,4.0,330
30,592,4.0,334
31,593,100000.0,254
31,594,2.0,256
31,595,3.0,259
31,596,7.0,266
31,597,4.0,270
31,598,10.0,280
31,599,2.0,282
31,600,2.0,284
31,601,7.0,291
31,602,10.0,301
31,603,7.0,308
31,604,3.0,311
32,605,100000.0,261
32,606,12.0,273
32,607,13.0,286
32,608,14.0,300
32,609,3.0,303
32,610,6.0,309
32,611,4.0,313
32,612,17.0,330
32,613,10.0,340
33,614,100000.0,252
33,615,3.0,255
33,616,4.0,259
33,617,3.0,262
33,618,4.0,266
33,619,3.0,269
33,620,5.0,274
33,621,3.0,277
33,622,3.0,280
33,623,4.0,284
33,624,3.0,287
33,625,4.0,291
33,626,2.0,293
33,627,4.0,297
33,628,4.0,301
33,629,4.0,305
33,630,3.0,308
33,631,4.0,312
33,632,2.0,314
33,633,4.0,318
33,634,4.0,322
34,635,100000.0,250
34,636,6.0,256
34,637,16.0,272
34,638,16.0,288
34,639,7.0,295
34,640,14.0,309
34,641,10.0,319
34,642,4.0,323
34,643,6.0,329
34,644,5.0,334
34,645,0.0,334
34,646,8.0,342
34,647,2.0,344
34,648,10.0,354
34,649,1.0,355
34,650,6.0,361
35,651,100000.0,253
35,652,6.0,259
35,653,8.0,267
35,654,6.0,273
35,655,7.0,280
35,656,7.0,287
35,657,7.0,294
35,658,8.0,302
35,659,6.0,308
35,660,1.0,309
35,661,6.0,315
35,662,14.0,329
35,663,7.0,336
35,664,7.0,343
35,665,7.0,350
36,666,100000.0,251
36,667,0.0,251
36,668,1.0,252
36,669,2.0,254
36,670,1.0,255
36,671,3.0,258
36,672,1.0,259
36,673,1.0,260
36,674,5.0,265
36,675,1.0,266
36,676,0.0,266
36,677,1.0,267
36,678,6.0,273
36,679,12.0,285
36,680,0.0,285
37,681,100000.0,252
37,682,3.0,255
37,683,14.0,269
37,684,4.0,273
37,685,3.0,276
37,686,3.0,279
37,687,6.0,285
37,688,3.0,288
37,689,14.0,302
37,690,5.0,307
37,691,8.0,315
37,692,10.0,325
37,693,4.0,329
37,694,7.0,336
37,695,6.0,342
38,696,100000.0,255
38,697,11.0,266
38,698,7.0,273
38,699,7.0,280
38,700,7.0,287
38,701,7.0,294
38,702,7.0,301
38,703,7.0,308
38,704,7.0,315
38,705,7.0,322
38,706,7.0,329
38,707,7.0,336
38,708,7.0,343
38,709,7.0,350
39,710,100000.0,250
39,711,3.0,253
39,712,4.0,257
39,713,5.0,262
39,714,1.0,263
39,715,17.0,280
39,716,14.0,294
39,717,1.0,295
39,718,14.0,309
39,719,9.0,318
39,720,3.0,321
39,721,6.0,327
39,722,2.0,329
39,723,5.0,334
39,724,5.0,339
39,725,3.0,342
39,726,6.0,348
39,727,2.0,350
40,728,100000.0,250
40,729,4.0,254
40,730,5.0,259
40,731,11.0,270
40,732,4.0,274
40,733,5.0,279
40,734,3.0,282
40,735,3.0,285
40,736,7.0,292
40,737,2.0,294
40,738,3.0,297
40,739,10.0,307
40,740,9.0,316
40,741,7.0,323
40,742,9.0,332
40,743,0.0,332
41,744,100000.0,253
41,745,6.0,259
41,746,3.0,262
41,747,2.0,264
41,748,3.0,267
41,749,2.0,269
41,750,3.0,272
41,751,3.0,275
41,752,21.0,296
41,753,2.0,298
41,754,4.0,302
41,755,5.0,307
41,756,5.0,312
41,757,4.0,316
41,758,3.0,319
41,759,2.0,321
41,760,3.0,324
41,761,5.0,329
41,762,4.0,333
41,763,3.0,336
41,764,3.0,339
41,765,11.0,350
41,766,6.0,356
41,767,2.0,358
41,768,3.0,361
42,769,100000.0,250
42,770,7.0,257
42,771,4.0,261
42,772,4.0,265
42,773,8.0,273
42,774,6.0,279
42,775,0.0,279
42,776,7.0,286
42,777,4.0,290
42,778,4.0,294
42,779,1.0,295
42,780,0.0,295
42,781,4.0,299
42,782,7.0,306
42,783,4.0,310
42,784,7.0,317
42,785,5.0,322
42,786,6.0,328
42,787,7.0,335
42,788,7.0,342
42,789,4.0,346
42,790,3.0,349
42,791,2.0,351
43,792,100000.0,254
43,793,6.0,260
43,794,4.0,264
43,795,5.0,269
43,796,6.0,275
43,797,7.0,282
43,798,8.0,290
43,799,5.0,295
43,800,4.0,299
43,801,8.0,307
43,802,5.0,312
43,803,13.0,325
43,804,7.0,332
43,805,12.0,344
44,806,100000.0,251
44,807,4.0,255
44,808,1.0,256
44,809,2.0,258
44,810,2.0,260
44,811,5.0,265
44,812,8.0,273
44,813,2.0,275
44,814,4.0,279
44,815,4.0,283
44,816,0.0,283
44,817,3.0,286
44,818,4.0,290
44,819,1.0,291
44,820,2.0,293
44,821,1.0,294
44,822,2.0,296
44,823,2.0,298
44,824,1.0,299
44,825,3.0,302
44,826,3.0,305
44,827,4.0,309
44,828,2.0,311
45,829,100000.0,250
45,830,1.0,251
45,831,4.0,255
45,832,1.0,256
45,833,1.0,257
45,834,2.0,259
45,835,4.0,263
45,836,1.0,264
45,837,1.0,265
45,838,4.0,269
45,839,2.0,271
45,840,2.0,273
45,841,3.0,276
45,842,1.0,277
45,843,1.0,278
45,844,2.0,280
45,845,4.0,284
45,846,2.0,286
45,847,4.0,290
45,848,1.0,291
45,849,1.0,292
45,850,4.0,296
45,851,4.0,300
45,852,5.0,305
45,853,2.0,307
45,854,4.0,311
45,855,4.0,315
45,856,3.0,318
45,857,2.0,320
45,858,2.0,322
45,859,1.0,323
45,860,3.0,326
45,861,3.0,329
45,862,4.0,333
45,863,1.0,334
45,864,5.0,339
45,865,3.0,342
46,866,100000.0,251
46,867,1.0,252
46,868,5.0,257
46,869,2.0,259
46,870,4.0,263
46,871,2.0,265
46,872,3.0,268
46,873,2.0,270
46,874,3.0,273
46,875,3.0,276
46,876,3.0,279
46,877,3.0,282
46,878,6.0,288
46,879,3.0,291
46,880,2.0,293
46,881,2.0,295
46,882,2.0,297
46,883,3.0,300
46,884,3.0,303
46,885,3.0,306
46,886,2.0,308
46,887,1.0,309
46,888,5.0,314
46,889,2.0,316
46,890,2.0,318
46,891,3.0,321
46,892,2.0,323
46,893,3.0,326
46,894,3.0,329
46,895,4.0,333
46,896,2.0,335
46,897,1.0,336
47,898,100000.0,253
47,899,6.0,259
47,900,2.0,261
47,901,8.0,269
47,902,5.0,274
47,903,5.0,279
47,904,5.0,284
47,905,5.0,289
47,906,4.0,293
47,907,13.0,306
47,908,7.0,313
47,909,3.0,316
47,910,4.0,320
47,911,3.0,323
47,912,4.0,327
48,913,100000.0,252
48,914,6.0,258
48,915,8.0,266
48,916,7.0,273
48,917,7.0,280
48,918,7.0,287
48,919,7.0,294
48,920,7.0,301
48,921,7.0,308
48,922,7.0,315
48,923,6.0,321
48,924,8.0,329
48,925,7.0,336
48,926,7.0,343
49,927,100000.0,250
49,928,7.0,257
49,929,7.0,264
49,930,7.0,271
49,931,7.0,278
49,932,8.0,286
49,933,6.0,292
49,934,7.0,299
49,935,7.0,306
49,936,7.0,313
49,937,7.0,320
49,938,2.0,322
49,939,5.0,327
49,940,7.0,334
50,941,100000.0,251
50,942,8.0,259
50,943,0.0,259
50,944,6.0,265
50,945,0.0,265
50,946,7.0,272
50,947,7.0,279
50,948,7.0,286
50,949,8.0,294
50,950,12.0,306
50,951,1.0,307
50,952,8.0,315
50,953,5.0,320
50,954,2.0,322
50,955,7.0,329
50,956,7.0,336
50,957,6.0,342
50,958,1.0,343
50,959,7.0,350
51,960,100000.0,253
51,961,7.0,260
51,962,6.0,266
51,963,8.0,274
51,964,5.0,279
51,965,4.0,283
51,966,7.0,290
51,967,5.0,295
51,968,6.0,301
51,969,7.0,308
51,970,1.0,309
51,971,1.0,310
51,972,8.0,318
51,973,6.0,324
51,974,5.0,329
51,975,3.0,332
51,976,5.0,337
51,977,4.0,341
52,978,100000.0,252
52,979,1.0,253
52,980,4.0,257
52,981,2.0,259
52,982,1.0,260
52,983,0.0,260
52,984,3.0,263
52,985,2.0,265
52,986,2.0,267
52,987,6.0,273
52,988,4.0,277
52,989,2.0,279
52,990,8.0,287
52,991,5.0,292
52,992,2.0,294
52,993,6.0,300
52,994,5.0,305
53,995,100000.0,259
53,996,1.0,260
53,997,7.0,267
53,998,6.0,273
53,999,8.0,281
53,1000,12.0,293
53,1001,8.0,301
53,1002,8.0,309
53,1003,6.0,315
53,1004,6.0,321
53,1005,8.0,329
53,1006,7.0,336
53,1007,7.0,343
53,1008,7.0,350
54,1009,100000.0,253
54,1010,4.0,257
54,1011,4.0,261
54,1012,4.0,265
54,1013,13.0,278
54,1014,1.0,279
54,1015,8.0,287
54,1016,1.0,288
54,1017,5.0,293
54,1018,5.0,298
54,1019,4.0,302
54,1020,4.0,306
54,1021,3.0,309
54,1022,4.0,313
54,1023,2.0,315
54,1024,6.0,321
54,1025,3.0,324
54,1026,7.0,331
54,1027,5.0,336
54,1028,1.0,337
54,1029,3.0,340
55,1030,100000.0,256
55,1031,2.0,258
55,1032,3.0,261
55,1033,4.0,265
55,1034,4.0,269
55,1035,3.0,272
55,1036,9.0,281
55,1037,5.0,286
55,1038,5.0,291
55,1039,2.0,293
55,1040,8.0,301
55,1041,4.0,305
55,1042,1.0,306
55,1043,3.0,309
55,1044,3.0,312
55,1045,4.0,316
55,1046,2.0,318
55,1047,1.0,319
55,1048,5.0,324
55,1049,3.0,327
55,1050,5.0,332
55,1051,3.0,335
55,1052,0.0,335
56,1053,100000.0,256
56,1054,4.0,260
56,1055,11.0,271
56,1056,2.0,273
56,1057,3.0,276
56,1058,5.0,281
56,1059,5.0,286
56,1060,0.0,286
56,1061,6.0,292
56,1062,10.0,302
56,1063,16.0,318
56,1064,8.0,326
56,1065,8.0,334
56,1066,7.0,341
56,1067,6.0,347
57,1068,100000.0,255
57,1069,7.0,262
57,1070,11.0,273
57,1071,14.0,287
57,1072,3.0,290
57,1073,5.0,295
57,1074,13.0,308
57,1075,0.0,308
57,1076,20.0,328
57,1077,7.0,335
57,1078,0.0,335
57,1079,8.0,343
57,1080,3.0,346
57,1081,1.0,347
57,1082,6.0,353
58,1083,100000.0,250
58,1084,7.0,257
58,1085,0.0,257
58,1086,13.0,270
58,1087,6.0,276
58,1088,8.0,284
58,1089,6.0,290
58,1090,2.0,292
58,1091,0.0,292
58,1092,7.0,299
58,1093,2.0,301
58,1094,4.0,305
58,1095,7.0,312
58,1096,11.0,323
58,1097,6.0,329
58,1098,1.0,330
58,1099,4.0,334
59,1100,100000.0,250
59,1101,2.0,252
59,1102,2.0,254
59,1103,8.0,262
59,1104,3.0,265
59,1105,2.0,267
59,1106,4.0,271
59,1107,3.0,274
59,1108,2.0,276
59,1109,2.0,278
60,1110,100000.0,258
60,1111,7.0,265
60,1112,6.0,271
60,1113,6.0,277
60,1114,0.0,277
60,1115,6.0,283
60,1116,4.0,287
60,1117,6.0,293
60,1118,4.0,297
60,1119,6.0,303
60,1120,7.0,310
60,1121,4.0,314
60,1122,4.0,318
60,1123,3.0,321
61,1124,100000.0,252
61,1125,8.0,260
61,1126,5.0,265
61,1127,10.0,275
61,1128,6.0,281
61,1129,8.0,289
61,1130,10.0,299
61,1131,7.0,306
61,1132,0.0,306
61,1133,7.0,313
61,1134,8.0,321
61,1135,14.0,335
61,1136,10.0,345
61,1137,0.0,345
62,1138,100000.0,252
62,1139,5.0,257
62,1140,9.0,266
62,1141,3.0,269
62,1142,4.0,273
62,1143,6.0,279
62,1144,12.0,291
62,1145,5.0,296
62,1146,2.0,298
62,1147,3.0,301
62,1148,7.0,308
62,1149,4.0,312
62,1150,2.0,314
62,1151,6.0,320
62,1152,5.0,325
62,1153,5.0,330
62,1154,2.0,332
62,1155,3.0,335
62,1156,9.0,344
62,1157,2.0,346
63,1158,100000.0,251
63,1159,3.0,254
63,1160,9.0,263
63,1161,2.0,265
63,1162,5.0,270
63,1163,5.0,275
63,1164,3.0,278
63,1165,4.0,282
63,1166,3.0,285
63,1167,4.0,289
63,1168,9.0,298
63,1169,2.0,300
63,1170,2.0,302
63,1171,5.0,307
63,1172,5.0,312
63,1173,5.0,317
63,1174,2.0,319
63,1175,7.0,326
63,1176,4.0,330
63,1177,5.0,335
63,1178,3.0,338
63,1179,4.0,342
63,1180,1.0,343
63,1181,6.0,349
63,1182,4.0,353
64,1183,100000.0,253
64,1184,1.0,254
64,1185,0.0,254
64,1186,6.0,260
64,1187,7.0,267
64,1188,7.0,274
64,1189,10.0,284
64,1190,5.0,289
64,1191,6.0,295
64,1192,3.0,298
64,1193,5.0,303
64,1194,5.0,308
64,1195,5.0,313
64,1196,7.0,320
64,1197,6.0,326
64,1198,3.0,329
64,1199,6.0,335
64,1200,4.0,339
65,1201,100000.0,254
65,1202,1.0,255
65,1203,1.0,256
65,1204,3.0,259
65,1205,0.0,259
65,1206,3.0,262
65,1207,2.0,264
65,1208,0.0,264
65,1209,1.0,265
65,1210,6.0,271
65,1211,1.0,272
65,1212,1.0,273
65,1213,2.0,275
65,1214,0.0,275
65,1215,4.0,279
65,1216,2.0,281
65,1217,1.0,282
65,1218,0.0,282
65,1219,3.0,285
65,1220,1.0,286
65,1221,3.0,289
65,1222,2.0,291
65,1223,1.0,292
66,1224,100000.0,252
66,1225,2.0,254
66,1226,5.0,259
66,1227,2.0,261
66,1228,3.0,264
66,1229,1.0,265
66,1230,3.0,268
66,1231,4.0,272
66,1232,3.0,275
66,1233,2.0,277
66,1234,5.0,282
66,1235,9.0,291
66,1236,2.0,293
66,1237,6.0,299
66,1238,3.0,302
66,1239,3.0,305
66,1240,2.0,307
66,1241,4.0,311
66,1242,4.0,315
66,1243,2.0,317
66,1244,2.0,319
66,1245,4.0,323
66,1246,3.0,326
66,1247,3.0,329
66,1248,2.0,331
66,1249,2.0,333
66,1250,3.0,336
66,1251,10.0,346
67,1252,100000.0,252
67,1253,3.0,255
67,1254,3.0,258
67,1255,5.0,263
67,1256,10.0,273
67,1257,7.0,280
67,1258,7.0,287
67,1259,7.0,294
67,1260,3.0,297
67,1261,5.0,302
67,1262,2.0,304
67,1263,4.0,308
67,1264,7.0,315
67,1265,2.0,317
67,1266,5.0,322
67,1267,1.0,323
67,1268,6.0,329
67,1269,1.0,330
67,1270,2.0,332
67,1271,0.0,332
67,1272,4.0,336
67,1273,7.0,343
67,1274,1.0,344
67,1275,6.0,350
67,1276,1.0,351
68,1277,100000.0,252
68,1278,4.0,256
68,1279,6.0,262
68,1280,5.0,267
68,1281,6.0,273
68,1282,6.0,279
68,1283,4.0,283
68,1284,7.0,290
68,1285,6.0,296
68,1286,4.0,300
68,1287,5.0,305
68,1288,11.0,316
68,1289,5.0,321
69,1290,100000.0,253
69,1291,8.0,261
69,1292,7.0,268
69,1293,6.0,274
69,1294,9.0,283
69,1295,6.0,289
69,1296,8.0,297
69,1297,6.0,303
69,1298,7.0,310
69,1299,4.0,314
69,1300,3.0,317
69,1301,3.0,320
69,1302,2.0,322
69,1303,4.0,326
69,1304,7.0,333
69,1305,13.0,346
70,1306,100000.0,254
70,1307,4.0,258
70,1308,4.0,262
70,1309,4.0,266
70,1310,4.0,270
70,1311,6.0,276
70,1312,5.0,281
70,1313,8.0,289
70,1314,6.0,295
70,1315,6.0,301
70,1316,3.0,304
70,1317,2.0,306
70,1318,4.0,310
70,1319,4.0,314
70,1320,6.0,320
70,1321,3.0,323
70,1322,2.0,325
70,1323,3.0,328
70,1324,4.0,332
70,1325,3.0,335
70,1326,1.0,336
70,1327,7.0,343
70,1328,2.0,345
71,1329,100000.0,252
71,1330,1.0,253
71,1331,7.0,260
71,1332,8.0,268
71,1333,3.0,271
71,1334,2.0,273
71,1335,4.0,277
71,1336,12.0,289
71,1337,3.0,292
71,1338,7.0,299
71,1339,4.0,303
71,1340,4.0,307
71,1341,3.0,310
71,1342,3.0,313
71,1343,5.0,318
71,1344,5.0,323
71,1345,5.0,328
71,1346,4.0,332
71,1347,10.0,342
71,1348,6.0,348
72,1349,100000.0,254
72,1350,3.0,257
72,1351,4.0,261
72,1352,6.0,267
72,1353,4.0,271
