product_id,product_name
6244,CIGARS
6249,BAG SNACKS
6251,DRY NOODLES/PASTA
6256,DRY SAUCES/GRAVY
6260,MISCELLANEOUS
6261,STATIONERY & SCHOOL SUPPLIES
6262,PNT BTR/JELLY/JAMS
6264,DISPOSIBLE FOILWARE
6273,HAIR CARE PRODUCTS
6275,BAKING NEEDS
6280,BAKED SWEET GOODS
6283,STATIONERY & SCHOOL SUPPLIES
6287,ORGANICS FRUIT & VEGETABLES
6290,CONDIMENTS/SAUCES
6291,SALAD BAR
6298,SHORTENING/OIL
6299,VEGETABLES - SHELF STABLE
6300,FROZEN PIZZA
6303,RICE CAKES
6307,FRZN FRUITS
6313,KITCHEN GADGETS
6315,SPICES & EXTRACTS
6320,COOKIES/CONES
6322,GREETING CARDS/WRAP/PARTY SPLY
6323,REFRGRATD JUICES/DRNKS
6328,ELECTRICAL SUPPPLIES
6329,CANNED JUICES
6330,HOT CEREAL
6336,CHEESE
6338,BAKED BREAD/BUNS/ROLLS
6340,HERBS
6343,WATER - CARBONATED/FLVRD DRINK
6349,YOGURT
6350,CHEESE
6352,AIR CARE
6353,STATIONERY & SCHOOL SUPPLIES
6355,PWDR/CRYSTL DRNK MX
6358,COLD CEREAL
6359,CHARCOAL AND LIGHTER FLUID
6367,PREPARED FOOD
6384,DRY SAUCES/GRAVY
6386,CONVENIENT BRKFST/WHLSM SNACKS
6388,HISPANIC
6394,CONDIMENTS/SAUCES
6402,MEAT - SHELF STABLE
6418,BABY FOODS
6421,PASTA SAUCE
6422,MEAT - SHELF STABLE
6428,RICE CAKES
6433,FRZN MEAT/MEAT DINNERS
6436,SNKS/CKYS/CRKR/CNDY
6437,SEAFOOD - SHELF STABLE
6440,ANTACIDS
6446,DISPOSIBLE FOILWARE
6450,LAUNDRY DETERGENTS
6460,COFFEE
6465,COLD CEREAL
6469,CANDY - PACKAGED
6471,BEEF
6473,FIRST AID PRODUCTS
6474,SOFT DRINKS
6477,CONVENIENT BRKFST/WHLSM SNACKS
6481,MEAT - SHELF STABLE
6483,MILK BY-PRODUCTS
6486,DRY BN/VEG/POTATO/RICE
6487,DINNER SAUSAGE
6490,COCOA MIXES
6500,BABY HBC
6501,DOMESTIC WINE
6502,HISPANIC
6506,FACIAL TISS/DNR NAPKIN
6508,FLOUR & MEALS
6513,HAIR CARE PRODUCTS
6514,POPCORN
6518,BATTERIES
6520,SOUP
6522,APPLES
6523,SALD DRSNG/SNDWCH SPRD
6525,PNT BTR/JELLY/JAMS
6527,FRZN VEGETABLE/VEG DSH
6528,OLIVES
6529,HISPANIC
6531,BEERS/ALES
6532,FRUIT - SHELF STABLE
6543,HISPANIC
6550,FRZN MEAT/MEAT DINNERS
6551,BAKED BREAD/BUNS/ROLLS
6554,DRY SAUCES/GRAVY
6556,SOUP
6563,DRY SAUCES/GRAVY
6564,WAREHOUSE SNACKS
6568,BAKING NEEDS
6575,HOT CEREAL
6579,FRZN VEGETABLE/VEG DSH
6578,DISHWASH DETERGENTS
6592,PNT BTR/JELLY/JAMS
6597,LAMB
6599,MISC. DAIRY
6600,FROZEN PIZZA
6601,BAKING NEEDS
6622,SOUP
6627,SPICES & EXTRACTS
6628,PICKLE/RELISH/PKLD VEG
6632,BAG SNACKS
6635,STATIONERY & SCHOOL SUPPLIES
6636,COLD CEREAL
6638,VEGETABLES - ALL OTHERS
6640,VITAMINS
6641,REFRGRATD JUICES/DRNKS
6647,COLD AND FLU
6650,SEAFOOD - FROZEN
6651,CANDY - PACKAGED
6654,FRUIT - SHELF STABLE
6657,SOUP
6660,DRY SAUCES/GRAVY
6662,BREAKFAST SAUSAGE/SANDWICHES
6664,HOT CEREAL
6665,CHEESE
6672,PORK
6673,MARGARINES
6674,SALD DRSNG/SNDWCH SPRD
6675,REFRGRATD JUICES/DRNKS
6677,DRY NOODLES/PASTA
6678,CHEESE
6679,MAKEUP AND TREATMENT
6681,HAND/BODY/FACIAL PRODUCTS
6683,COOKIES/CONES
6688,DRY SAUCES/GRAVY
6690,BAKING NEEDS
6691,CHICKEN/POULTRY
6696,DOMESTIC WINE
6697,DRY SAUCES/GRAVY
6710,BEEF
6714,MUSHROOMS
6715,COOKIES/CONES
6716,FEMININE HYGIENE
6718,DIETARY AID PRODUCTS
6719,SOUP
6721,HOUSEHOLD CLEANG NEEDS
6722,FLUID MILK PRODUCTS
6723,MAGAZINE
6726,BAKED BREAD/BUNS/ROLLS
6730,HARDWARE SUPPLIES
6732,DRY MIX DESSERTS
6733,FROZEN PIE/DESSERTS
6743,ORAL HYGIENE PRODUCTS
6745,CIGARETTES
6746,BREAKFAST SWEETS
6750,EYE AND EAR CARE PRODUCTS
6752,SOUP
6756,BAKED SWEET GOODS
6761,IMPORTED WINE
6762,DRY MIX DESSERTS
6763,VEGETABLES - SHELF STABLE
6764,MISC WINE
6766,MEAT - MISC
6768,FRZN MEAT/MEAT DINNERS
6770,BERRIES
6771,BAKED BREAD/BUNS/ROLLS
6772,MEAT - SHELF STABLE
6780,VITAMINS
6781,CANDY - PACKAGED
6784,FROZEN MEAT
6793,CAT LITTER
6796,COFFEE
6797,CONDIMENTS/SAUCES
6798,MISC. DAIRY
6799,PWDR/CRYSTL DRNK MX
6804,BAG SNACKS
6811,CAT FOOD
6813,COFFEE
6814,BAG SNACKS
6820,CAT FOOD
6823,WATER - CARBONATED/FLVRD DRINK
6825,ANALGESICS
6834,SYRUPS/TOPPINGS
6838,WATER - CARBONATED/FLVRD DRINK
6839,COLD CEREAL
6840,FRZN MEAT/MEAT DINNERS
6841,CHEESE
6842,HAND/BODY/FACIAL PRODUCTS
6843,FD WRAPS/BAGS/TRSH BG
6846,SMOKED MEATS
6848,PNT BTR/JELLY/JAMS
6850,COFFEE
6853,BREAD
6856,CAKES
6858,SOFT DRINKS
6862,BAKING MIXES
6865,SOFT DRINKS
6866,FRUIT - SHELF STABLE
6869,COOKIES/CONES
6870,BEERS/ALES
6871,FROZEN PIZZA
6877,DRIED FRUIT
6880,DOMESTIC GOODS
6882,REFRIGERATED
6883,VALUE ADDED VEGETABLES
6884,COFFEE
6887,COLD AND FLU
6888,APPLES
6902,CHEESE
6903,SALD DRSNG/SNDWCH SPRD
6906,COFFEE FILTERS
6907,LIQUOR
6911,HISPANIC
6912,BEEF
6914,SANDWICHES
6915,COLD CEREAL
6916,FLUID MILK PRODUCTS
6917,ORGANICS FRUIT & VEGETABLES
6921,BAKED BREAD/BUNS/ROLLS
6924,BEANS - CANNED GLASS & MW
6926,CANDY - PACKAGED
6929,FLORAL-FRESH CUT
6933,NON-DAIRY BEVERAGES
6934,VEGETABLES - SHELF STABLE
6941,FROZEN MEAT
6942,FRZN VEGETABLE/VEG DSH
6945,MILK BY-PRODUCTS
6946,SOFT DRINKS
6949,BREAD
6953,BEEF
6954,BABY HBC
6955,DEODORANTS
6957,LUNCHMEAT
6960,DEODORANTS
6963,SNACK NUTS
6965,DOMESTIC WINE
6967,PICKLE/RELISH/PKLD VEG
6969,FEMININE HYGIENE
6970,SOAP - LIQUID & BAR
6971,FROZEN
6976,SOAP - LIQUID & BAR
6975,CHIPS&SNACKS
6978,CEREAL/BREAKFAST
6980,FRZN VEGETABLE/VEG DSH
6986,MEAT - MISC
6988,CANDY - PACKAGED
6989,VEGETABLES SALAD
6990,DRY MIX DESSERTS
6993,PNT BTR/JELLY/JAMS
7003,BREAD
7005,YOGURT
7006,PREPARED FOOD
7008,ORAL HYGIENE PRODUCTS
7014,DRY MIX DESSERTS
7015,PLASTIC HOUSEWARES
7016,COOKIES/CONES
7018,DRY BN/VEG/POTATO/RICE
7020,HISPANIC
7023,COLD CEREAL
7026,YOGURT
7029,SOUP
7030,BEEF
7033,SALD DRSNG/SNDWCH SPRD
7034,FRZN MEAT/MEAT DINNERS
7045,DRY MIX DESSERTS
7049,SEAFOOD - SHELF STABLE
7052,BAG SNACKS
7058,HOT DOGS
7060,RICE CAKES
7065,VALUE ADDED FRUIT
7066,CAKES
7069,BROOMS AND MOPS
7077,LUNCHMEAT
7079,FRZN MEAT/MEAT DINNERS
7081,CANDY - PACKAGED
7082,HOME FREEZING & CANNING SUPPLY
7084,CANNED JUICES
7085,SINUS AND ALLERGY
7087,BREAD
7088,COOKIES/CONES
7091,MAGAZINE
7095,BROOMS AND MOPS
7100,CHEESE
7104,BAKED BREAD/BUNS/ROLLS
7107,PICKLE/RELISH/PKLD VEG
7110,PROCESSED
7114,WATER
7135,SALD DRSNG/SNDWCH SPRD
7142,PNT BTR/JELLY/JAMS
7148,CANDY - PACKAGED
7158,ICE CREAM/MILK/SHERBTS
7162,SOFT DRINKS
7164,CONVENIENT BRKFST/WHLSM SNACKS
7166,DEODORANTS
7167,SALD DRSNG/SNDWCH SPRD
7170,FIRST AID PRODUCTS
7172,HEAT/SERVE
7174,DOG FOODS
7180,CHEESES
7183,VEGETABLES - SHELF STABLE
7186,FRZN MEAT/MEAT DINNERS
7190,CAT FOOD
7194,FRZN POTATOES
7203,HAIR CARE ACCESSORIES
7210,PAPER HOUSEWARES
7212,VEGETABLES - SHELF STABLE
7218,FRZN BREAKFAST FOODS
7220,HAIR CARE PRODUCTS
7221,HISPANIC
7222,BAKING NEEDS
7225,SOAP - LIQUID & BAR
7226,FROZEN PIE/DESSERTS
7228,DIAPERS & DISPOSABLES
7232,COCOA MIXES
7242,CONDIMENTS/SAUCES
7243,BATH
7245,FIRST AID PRODUCTS
7258,PICKLE/RELISH/PKLD VEG
7260,TEAS
7262,VEGETABLES - SHELF STABLE
7265,CANDY - PACKAGED
7273,MISC WINE
7275,GREETING CARDS/WRAP/PARTY SPLY
7276,FRZN NOVELTIES/WTR ICE
7277,MEAT - SHELF STABLE
7282,FRZN MEAT/MEAT DINNERS
7288,CAT LITTER
7290,BATTERIES
7298,SHORTENING/OIL
7299,CITRUS
7301,DINNER MXS:DRY
7303,PWDR/CRYSTL DRNK MX
7304,DRY SAUCES/GRAVY
7310,FRUIT - SHELF STABLE
7312,MEAT - SHELF STABLE
7316,PWDR/CRYSTL DRNK MX
7326,YOGURT
7327,CANDY - PACKAGED
7331,HOT CEREAL
7335,BREAD
7344,HAIR CARE PRODUCTS
7345,DOG FOODS
7352,BAKING MIXES
7366,ELECTRICAL SUPPPLIES
7389,BEEF
7395,LUNCHMEAT
7398,HEAT/SERVE
7406,COFFEE FILTERS
7416,SALD DRSNG/SNDWCH SPRD
7417,BAG SNACKS
7423,DELI MEATS
7427,BAKED SWEET GOODS
7430,SOUP
7434,ICE CREAM/MILK/SHERBTS
7450,PAPER HOUSEWARES
7457,CAT LITTER
7459,BATH
7463,VALUE ADDED VEGETABLES
7465,SOUP
7474,CIGARETTES
7480,VEGETABLES - SHELF STABLE
7482,FIRST AID PRODUCTS
7487,SEAFOOD - SHELF STABLE
7494,TURKEY
7497,CANDY - PACKAGED
7498,CAT FOOD
7499,SPICES & EXTRACTS
7500,FLOUR & MEALS
7505,BEERS/ALES
7511,CAT FOOD
7515,VEGETABLES SALAD
7522,COOKIES
7527,MAKEUP AND TREATMENT
7528,SOFT DRINKS
7532,HEAT/SERVE
7536,DISHWASH DETERGENTS
7542,PREPARED/PKGD FOODS
7543,LUNCHMEAT
7546,DRY BN/VEG/POTATO/RICE
7553,BEEF
7557,FRZN MEAT/MEAT DINNERS
7559,FROZEN
7563,DOMESTIC WINE
7564,SOFT DRINKS
7566,CHEESE
7576,BABY FOODS
7578,CHARCOAL AND LIGHTER FLUID
7581,HAIR CARE PRODUCTS
7586,VEGETABLES - SHELF STABLE
7587,COOKIES/CONES
7589,REFRGRATD DOUGH PRODUCTS
7591,FROZEN PIZZA
7593,DOG FOODS
7594,HOME FREEZING & CANNING SUPPLY
7595,CRACKERS/MISC BKD FD
7597,BEANS - CANNED GLASS & MW
7600,BAG SNACKS
7602,CONDIMENTS/SAUCES
7605,COUPON/MISC ITEMS
7606,SINUS AND ALLERGY
7608,CAT FOOD
7610,LAUNDRY ADDITIVES
7614,CANDLES/ACCESSORIES
7618,WATER - CARBONATED/FLVRD DRINK
7619,FRZN MEAT/MEAT DINNERS
7620,LUNCHMEAT
7621,TURKEY
7623,CONDIMENTS/SAUCES
7630,SOFT DRINKS
7633,ANALGESICS
7639,CHEESE
7647,COOKIES
7657,CONVENIENT BRKFST/WHLSM SNACKS
7661,LIQUOR
7662,BAKING NEEDS
7663,BATTERIES
7664,STATIONERY & SCHOOL SUPPLIES
7671,CANNED JUICES
7677,FEMININE HYGIENE
7678,BAKED SWEET GOODS
7679,WATER
7686,CANDLES/ACCESSORIES
7688,YOGURT
7691,PAPER HOUSEWARES
7694,LAMB
7695,FRUIT - SHELF STABLE
7696,DIAPERS & DISPOSABLES
7697,CONDIMENTS/SAUCES
7700,SEAFOOD - FROZEN
7703,PEPPERS-ALL
7709,FITNESS&DIET
7712,SALD DRSNG/SNDWCH SPRD
7713,COLD CEREAL
7715,HAIR CARE PRODUCTS
7720,HAIR CARE PRODUCTS
7724,DELI MEATS
7730,BROOMS AND MOPS
7731,DRY SAUCES/GRAVY
7733,SPICES & EXTRACTS
7734,CONVENIENT BRKFST/WHLSM SNACKS
7738,ISOTONIC DRINKS
7752,FD WRAPS/BAGS/TRSH BG
7754,SPICES & EXTRACTS
7757,FROZEN PIZZA
7761,DOG FOODS
7763,DRY BN/VEG/POTATO/RICE
7764,APPLES
7770,PWDR/CRYSTL DRNK MX
7776,SPICES & EXTRACTS
7778,CHEESE
7781,CONDIMENTS/SAUCES
7782,CONDIMENTS/SAUCES
7783,BAG SNACKS
7787,CRACKERS/MISC BKD FD
7788,CAT FOOD
7790,DRY BN/VEG/POTATO/RICE
7791,AIR CARE
7794,CANDY - PACKAGED
7799,COCOA MIXES
7801,CANDY - PACKAGED
7806,CRACKERS/MISC BKD FD
7810,DRY BN/VEG/POTATO/RICE
7812,FRZN MEAT/MEAT DINNERS
7813,LUNCHMEAT
7818,SALD DRSNG/SNDWCH SPRD
7822,CHICKEN
7830,LAUNDRY DETERGENTS
7831,BABY FOODS
7845,DOG FOODS
7850,BAKING NEEDS
7857,CHEESE
7859,COOKIES
7872,SEAFOOD - SHELF STABLE
7874,BREAKFAST SAUSAGE/SANDWICHES
7877,PWDR/CRYSTL DRNK MX
7881,LAUNDRY DETERGENTS
7885,LUNCHMEAT
7886,PEARS
7889,FRZN MEAT/MEAT DINNERS
7892,COLD AND FLU
7900,PASTA SAUCE
7904,VALUE ADDED VEGETABLES
7910,MAGAZINE
7913,SALD DRSNG/SNDWCH SPRD
7919,CAKES
7920,CITRUS
7921,FRZN VEGETABLE/VEG DSH
7928,FROZEN PIE/DESSERTS
7929,VALUE ADDED VEGETABLES
7932,CHEESES
7933,BAKED SWEET GOODS
7935,CONVENIENT BRKFST/WHLSM SNACKS
7936,CHICKEN/POULTRY
7941,SPRING/SUMMER SEASONAL
7944,BAG SNACKS
7949,LUNCHMEAT
7954,SHORTENING/OIL
7964,WATER - CARBONATED/FLVRD DRINK
7972,COOKIES/CONES
7974,OLIVES
7976,VEGETABLES - ALL OTHERS
7978,LUNCHMEAT
7980,REFRIGERATED
7981,TURKEY
7983,FIRST AID PRODUCTS
7987,DOG FOODS
7989,SALAD BAR
7993,COFFEE
7994,BREAKFAST SAUSAGE/SANDWICHES
7997,SALD DRSNG/SNDWCH SPRD
7998,CRACKERS/MISC BKD FD
8002,FRZN NOVELTIES/WTR ICE
8006,BEANS - CANNED GLASS & MW
8012,VEGETABLES - SHELF STABLE
8023,IMPORTED WINE
8025,SOFT DRINKS
8026,FRZN MEAT/MEAT DINNERS
8031,FLOUR & MEALS
8033,PNT BTR/JELLY/JAMS
8035,RICE CAKES
8037,REFRGRATD DOUGH PRODUCTS
8042,STATIONERY & SCHOOL SUPPLIES
8052,OLIVES
8060,CANNED JUICES
8062,CANDY - PACKAGED
8067,FRZN NOVELTIES/WTR ICE
8071,DINNER SAUSAGE
8073,WATER - CARBONATED/FLVRD DRINK
8076,CANNED JUICES
8078,PLASTIC HOUSEWARES
8080,VEGETABLES - SHELF STABLE
8081,BAKING MIXES
8085,BREAKFAST SAUSAGE/SANDWICHES
8086,PROCESSED
8087,MAKEUP AND TREATMENT
8093,REFRGRATD JUICES/DRNKS
8094,BAKED SWEET GOODS
8097,BLEACH
8099,HOUSEHOLD CLEANG NEEDS
8106,SYRUPS/TOPPINGS
8105,FRZN VEGETABLE/VEG DSH
8110,DISHWASH DETERGENTS
8114,COOKIES/CONES
8116,HAIR CARE PRODUCTS
8118,SEAFOOD-FRESH
8128,CANNED JUICES
8131,ICE CREAM/MILK/SHERBTS
8138,COLD AND FLU
8140,DRY MIX DESSERTS
8145,BABY FOODS
8152,FROZEN PIE/DESSERTS
8153,FD WRAPS/BAGS/TRSH BG
8154,CAT LITTER
8155,REFRGRATD DOUGH PRODUCTS
8158,BEEF
8165,CHEESE
8168,DOG FOODS
8169,TEAS
8170,VEGETABLES - SHELF STABLE
8177,FRZN MEAT/MEAT DINNERS
8178,CHEESE
8181,PORK
8183,CHARCOAL AND LIGHTER FLUID
8186,FRZN MEAT/MEAT DINNERS
8189,FROZEN MEAT
8191,CITRUS
8192,CAT LITTER
8196,YOGURT
8199,FRZN MEAT/MEAT DINNERS
8204,BEEF
8206,PASTA SAUCE
8221,ROLLS
8223,FRZN NOVELTIES/WTR ICE
8225,FRZN NOVELTIES/WTR ICE
8227,TURKEY
8233,FROZEN PIZZA
8240,DOG FOODS
8241,BROOMS AND MOPS
8242,SOUP
8248,VEGETABLES - SHELF STABLE
8252,DEODORANTS
8254,CHEESE
8258,HARDWARE SUPPLIES
8261,FROZEN PIZZA
8268,FRZN MEAT/MEAT DINNERS
8274,MUSHROOMS
8275,CANNED JUICES
8278,MISCELLANEOUS
8280,CHEESE
8286,HISPANIC
8290,PACKAGED NATURAL SNACKS
8291,SOUP
8299,LAUNDRY ADDITIVES
8300,PWDR/CRYSTL DRNK MX
8301,PICKLE/RELISH/PKLD VEG
8305,BAKED SWEET GOODS
8309,CANNED MILK
8313,SALD DRSNG/SNDWCH SPRD
8315,SOAP - LIQUID & BAR
8318,FRZN MEAT/MEAT DINNERS
8319,ORAL HYGIENE PRODUCTS
8320,FRZN JCE CONC/DRNKS
8323,CANDY - PACKAGED
8326,BAKED SWEET GOODS
8327,MEAT - SHELF STABLE
8329,FEMININE HYGIENE
8330,SPRING/SUMMER SEASONAL
8332,LAMB
8333,AIR CARE
8346,LUNCHMEAT
8349,CAT LITTER
8355,FROZEN MEAT
8356,BAKING NEEDS
8359,LAUNDRY DETERGENTS
8360,FLUID MILK PRODUCTS
8365,SOUP
8370,AUTOMOTIVE PRODUCTS
8391,BREAD
8394,CANDY - PACKAGED
8395,DIETARY AID PRODUCTS
8397,CHEESES
8398,CRACKERS/MISC BKD FD
8400,DOG FOODS
8404,PET CARE SUPPLIES
8407,BAKING NEEDS
8408,DRY BN/VEG/POTATO/RICE
8412,CONVENIENT BRKFST/WHLSM SNACKS
8416,DRY SAUCES/GRAVY
8422,HAIR CARE PRODUCTS
8425,DRY NOODLES/PASTA
8429,ANTACIDS
8443,HAIR CARE PRODUCTS
8446,SALD DRSNG/SNDWCH SPRD
8448,BROOMS AND MOPS
8450,FLORAL-FRESH CUT
8453,WATER - CARBONATED/FLVRD DRINK
8456,YOGURT
8458,SNKS/CKYS/CRKR/CNDY
8459,HISPANIC
8464,SEAFOOD - FROZEN
8465,MILK BY-PRODUCTS
8472,CHARCOAL AND LIGHTER FLUID
8473,ANALGESICS
8484,ORAL HYGIENE PRODUCTS
8487,SOFT DRINKS
8489,BLEACH
8490,SOFT DRINKS
8493,HISPANIC
8502,POPCORN
8512,DOG FOODS
8514,ICE CREAM/MILK/SHERBTS
8515,COLD AND FLU
8524,FRZN MEAT/MEAT DINNERS
8532,MEAT - MISC
8533,VEGETABLES - ALL OTHERS
8536,INFANT FORMULA
8539,FRZN BREAKFAST FOODS
8540,NO COMMODITY DESCRIPTION
8541,FRZN MEAT/MEAT DINNERS
8542,FRZN NOVELTIES/WTR ICE
8548,SPICES & EXTRACTS
8561,SOUP
8565,BEEF
8569,CANNED JUICES
8570,BABY FOODS
8571,SHAVING CARE PRODUCTS
8575,ORAL HYGIENE PRODUCTS
8579,KITCHEN GADGETS
8590,YOGURT
8598,SOFT DRINKS
8599,SEAFOOD - SHELF STABLE
8600,BAKED SWEET GOODS
8601,DISHWASH DETERGENTS
8604,CHEESES
8606,VEGETABLES - SHELF STABLE
8610,SOFT DRINKS
8617,KITCHEN GADGETS
8620,PAPER TOWELS
8621,SOUP
8622,BAG SNACKS
8623,EGGS
8628,FROZEN PIZZA
8629,CANDY - PACKAGED
8635,FITNESS&DIET
8640,POPCORN
8642,COCOA MIXES
8644,CHEESE
8646,BABY FOODS
8648,CITRUS
8649,ICE CREAM/MILK/SHERBTS
8661,FAMILY PLANNING
8663,CANNED JUICES
8665,FROZEN MEAT
8666,WATER
8669,VEGETABLES - SHELF STABLE
8676,REFRIGERATED
8677,HAIR CARE PRODUCTS
8682,BAKED BREAD/BUNS/ROLLS
8691,PROCESSED
8696,POPCORN
8697,SOFT DRINKS
8699,WATER - CARBONATED/FLVRD DRINK
8701,SALADS/DIPS
8709,SALAD MIX
8710,DEODORANTS
8711,HAIR CARE PRODUCTS
8719,GARDEN CENTER
8724,NEWSPAPER
