user_id,basket_id,days_since_prior_basket
6,240,0
6,241,0
6,242,3
6,243,4
6,244,0
6,245,2
6,246,0
6,247,5
6,248,2
6,249,2
6,250,7
6,251,2
6,252,3
6,253,2
6,254,5
6,255,1
6,256,3
6,257,3
6,258,1
6,259,3
6,260,9
6,261,2
6,262,1
6,263,1
6,264,4
6,265,3
6,266,1
6,267,2
6,268,2
6,269,2
6,270,1
6,271,4
6,272,3
6,273,5
6,274,1
6,275,3
6,276,3
6,277,3
6,278,2
6,279,3
6,280,1
6,281,2
6,282,1
6,283,1
6,284,0
6,285,2
6,286,2
6,287,1
6,288,3
6,289,5
6,290,2
6,291,4
6,292,4
6,293,3
6,294,2
6,295,0
6,296,5
6,297,1
6,298,3
6,299,4
6,300,1
6,301,0
6,302,5
6,303,3
6,304,5
6,305,4
6,306,3
6,307,6
6,308,3
6,309,3
6,310,1
6,311,0
6,312,4
6,313,7
6,314,3
6,315,1
6,316,2
6,317,0
6,318,3
6,319,1
6,320,3
6,321,2
6,322,1
6,323,4
6,324,1
6,325,3
6,326,3
6,327,1
6,328,1
6,329,3
6,330,2
6,331,2
6,332,2
6,333,3
6,334,1
6,335,2
6,336,1
6,337,3
6,338,3
6,339,2
6,340,0
6,341,4
6,342,2
6,343,0
6,344,3
6,345,4
6,346,5
6,347,2
6,348,2
6,349,0
6,350,0
6,351,1
6,352,1
6,353,3
6,354,6
6,355,1
6,356,2
6,357,4
6,358,1
6,359,3
6,360,4
6,361,1
6,362,3
6,363,3
6,364,5
6,365,1
6,366,3
6,367,1
6,368,1
6,369,1
6,370,1
6,371,1
6,372,2
6,373,6
6,374,4
6,375,3
6,376,2
6,377,4
6,378,1
6,379,0
6,380,4
6,381,1
6,382,5
6,383,0
6,384,2
6,385,1
6,386,1
6,387,3
6,388,2
6,389,1
6,390,1
6,391,1
6,392,2
6,393,2
6,394,2
6,395,6
6,396,1
6,397,0
6,398,1
6,399,4
6,400,0
6,401,1
6,402,3
6,403,2
6,404,2
6,405,2
6,406,1
6,407,1
6,408,4
6,409,3
6,410,1
6,411,10
6,412,16
6,413,2
6,414,1
6,415,3
6,416,1
6,417,3
6,418,0
6,419,3
6,420,0
6,421,0
6,422,2
6,423,4
6,424,2
6,425,4
6,426,1
6,427,5
6,428,4
6,429,3
6,430,1
6,431,5
6,432,3
6,433,1
6,434,4
6,435,3
6,436,2
6,437,3
6,438,3
6,439,0
6,440,0
6,441,5
6,442,0
6,443,1
6,444,6
6,445,1
6,446,1
6,447,3
6,448,3
6,449,2
6,450,6
6,451,2
6,452,4
6,453,2
6,454,2
6,455,3
6,456,3
6,457,0
6,458,4
6,459,6
6,460,7
6,461,0
7,462,100000
7,463,1
7,464,9
7,465,11
7,466,46
7,467,58
7,468,33
7,469,9
7,470,5
7,471,9
7,472,11
7,473,7
7,474,11
7,475,2
7,476,38
7,477,28
7,478,16
7,479,6
7,480,10
7,481,34
7,482,6
7,483,1
7,484,5
7,485,13
7,486,19
7,487,7
7,488,4
7,489,14
7,490,6
7,491,8
7,492,28
7,493,32
7,494,10
7,495,14
7,496,17
7,497,5
7,498,9
7,499,11
7,500,12
7,501,18
7,502,4
7,503,4
7,504,9
7,505,6
7,506,8
7,507,1
7,508,6
7,509,7
7,510,2
7,511,5
7,512,2
7,513,10
7,514,14
7,515,4
7,516,4
7,517,3
7,518,6
8,519,100000
8,520,16
8,521,5
8,522,15
8,523,4
8,524,2
8,525,6
8,526,9
8,527,6
8,528,0
8,529,12
8,530,2
8,531,7
8,532,0
8,533,9
8,534,7
8,535,5
8,536,21
8,537,3
8,538,7
8,539,1
8,540,4
8,541,2
8,542,6
8,543,5
8,544,13
8,545,10
8,546,4
8,547,2
8,548,1
8,549,0
8,550,19
8,551,5
8,552,3
8,553,7
8,554,4
8,555,12
8,556,6
8,557,3
8,558,11
8,559,9
8,560,2
8,561,12
8,562,6
8,563,5
8,564,3
8,565,4
8,566,7
8,567,16
8,568,0
8,569,3
8,570,3
8,571,4
8,572,0
8,573,3
8,574,26
8,575,6
8,576,5
8,577,4
8,578,1
8,579,7
8,580,4
8,581,3
8,582,8
8,583,2
8,584,0
8,585,3
8,586,7
8,587,17
8,588,12
8,589,4
8,590,0
8,591,0
8,592,22
8,593,1
8,594,1
8,595,0
8,596,2
8,597,10
8,598,9
8,599,2
8,600,2
8,601,1
8,602,4
8,603,7
8,604,13
8,605,6
8,606,0
8,607,1
8,608,4
8,609,2
8,610,5
8,611,7
8,612,5
8,613,1
8,614,23
8,615,2
8,616,3
8,617,2
8,618,6
8,619,6
8,620,5
8,621,4
8,622,3
8,623,5
8,624,4
8,625,1
8,626,6
8,627,1
8,628,5
9,629,100000
9,630,6
9,631,14
9,632,82
9,633,45
9,634,46
9,635,43
9,636,22
9,637,43
9,638,21
9,639,75
9,640,8
9,641,98
9,642,11
9,643,14
9,644,14
9,645,10
9,646,13
10,647,100000
10,648,0
10,649,0
10,650,0
10,651,26
10,652,0
10,653,357
11,654,100000
11,655,12
11,656,92
12,657,100000
12,658,49
12,659,5
12,660,27
12,661,156
13,662,100000
13,663,3
13,664,4
13,665,4
13,666,1
13,667,2
13,668,5
13,669,0
13,670,6
13,671,0
13,672,1
13,673,4
13,674,0
13,675,4
13,676,0
13,677,2
13,678,4
13,679,0
13,680,1
13,681,1
13,682,4
13,683,0
13,684,5
13,685,3
13,686,1
13,687,0
13,688,0
13,689,4
13,690,0
13,691,0
13,692,3
13,693,1
13,694,1
13,695,5
13,696,1
13,697,5
13,698,3
13,699,0
13,700,6
13,701,0
13,702,3
13,703,2
13,704,1
13,705,4
13,706,2
13,707,0
13,708,1
13,709,6
13,710,0
13,711,0
13,712,7
13,713,0
13,714,2
13,715,2
13,716,4
13,717,3
13,718,0
13,719,4
13,720,2
13,721,0
13,722,3
13,723,2
13,724,0
13,725,2
13,726,4
13,727,0
13,728,3
13,729,3
13,730,1
13,731,3
13,732,3
13,733,0
13,734,2
13,735,6
13,736,3
13,737,3
13,738,0
13,739,2
13,740,5
13,741,1
13,742,0
13,743,1
13,744,0
13,745,6
13,746,2
13,747,1
13,748,3
13,749,6
13,750,0
13,751,2
13,752,1
13,753,2
13,754,1
13,755,3
13,756,6
13,757,0
13,758,5
13,759,3
13,760,1
13,761,0
13,762,0
13,763,7
13,764,0
13,765,5
13,766,0
13,767,7
13,768,0
13,769,6
13,770,3
13,771,0
13,772,5
13,773,3
13,774,0
13,775,2
13,776,9
13,777,0
13,778,3
13,779,1
13,780,5
13,781,4
13,782,0
13,783,1
13,784,3
13,785,5
13,786,1
13,787,0
13,788,3
13,789,1
13,790,4
13,791,1
13,792,6
13,793,4
13,794,3
13,795,0
13,796,1
13,797,2
13,798,3
13,799,0
13,800,5
13,801,0
13,802,2
13,803,1
13,804,1
13,805,3
13,806,0
13,807,7
13,808,3
13,809,6
13,810,2
13,811,2
13,812,8
13,813,3
13,814,5
13,815,1
13,816,0
13,817,7
13,818,0
13,819,3
13,820,1
13,821,3
13,822,1
13,823,1
13,824,1
13,825,5
13,826,8
13,827,3
13,828,3
13,829,0
13,830,4
13,831,1
13,832,5
13,833,1
13,834,1
13,835,13
13,836,0
13,837,0
13,838,5
13,839,0
13,840,4
13,841,3
13,842,5
13,843,1
13,844,6
13,845,4
13,846,3
13,847,0
13,848,4
13,849,2
13,850,2
13,851,3
13,852,1
13,853,2
13,854,5
13,855,3
13,856,1
13,857,1
13,858,0
13,859,3
13,860,2
13,861,1
13,862,4
13,863,0
13,864,1
13,865,0
13,866,1
13,867,1
13,868,2
13,869,0
13,870,3
13,871,0
13,872,0
13,873,1
13,874,3
13,875,2
13,876,4
13,877,1
13,878,0
13,879,6
13,880,1
13,881,0
13,882,5
13,883,0
13,884,2
13,885,0
13,886,4
13,887,0
13,888,2
13,889,1
13,890,1
13,891,5
13,892,0
13,893,0
13,894,0
13,895,3
13,896,3
13,897,2
13,898,1
13,899,2
13,900,2
13,901,2
13,902,0
13,903,1
13,904,3
13,905,2
13,906,1
13,907,2
13,908,4
13,909,2
13,910,3
13,911,3
13,912,1
13,913,0
13,914,2
13,915,3
13,916,3
13,917,4
13,918,4
13,919,0
13,920,7
13,921,1
13,922,0
13,923,2
13,924,1
13,925,3
13,926,0
13,927,2
14,928,100000
14,929,7
14,930,19
14,931,23
14,932,0
14,933,5
14,934,11
14,935,13
14,936,18
14,937,3
14,938,0
14,939,0
14,940,12
14,941,2
14,942,0
14,943,6
14,944,3
14,945,0
14,946,3
14,947,1
14,948,6
14,949,1
14,950,0
14,951,8
14,952,8
14,953,9
14,954,5
14,955,1
14,956,41
14,957,27
14,958,0
14,959,26
14,960,0
14,961,10
14,962,12
14,963,0
14,964,0
14,965,0
14,966,1
14,967,11
14,968,0
14,969,30
14,970,0
14,971,14
14,972,0
14,973,0
14,974,2
14,975,1
14,976,4
14,977,4
14,978,1
14,979,0
14,980,0
14,981,2
14,982,0
14,983,4
14,984,1
14,985,3
14,986,0
14,987,2
14,988,0
14,989,6
14,990,7
14,991,0
14,992,0
14,993,5
14,994,0
14,995,4
14,996,0
14,997,4
14,998,0
14,999,4
14,1000,2
14,1001,6
14,1002,3
14,1003,0
14,1004,2
14,1005,1
14,1006,0
14,1007,0
14,1008,3
14,1009,11
14,1010,1
14,1011,0
14,1012,3
14,1013,6
14,1014,0
14,1015,5
14,1016,3
14,1017,0
14,1018,4
14,1019,0
14,1020,1
14,1021,5
14,1022,0
14,1023,0
14,1024,3
14,1025,1
14,1026,0
14,1027,13
14,1028,0
14,1029,1
14,1030,10
14,1031,21
14,1032,4
14,1033,0
14,1034,6
14,1035,18
14,1036,13
14,1037,4
14,1038,5
14,1039,0
14,1040,0
14,1041,2
14,1042,1
14,1043,9
14,1044,1
14,1045,11
14,1046,0
14,1047,11
14,1048,7
14,1049,7
14,1050,2
14,1051,3
14,1052,3
14,1053,1
14,1054,0
14,1055,9
14,1056,4
14,1057,6
14,1058,10
14,1059,13
14,1060,3
14,1061,17
14,1062,8
14,1063,5
14,1064,15
15,1065,100000
15,1066,21
15,1067,3
15,1068,28
15,1069,49
15,1070,126
15,1071,47
15,1072,0
15,1073,7
15,1074,7
15,1075,94
15,1076,59
15,1077,0
15,1078,18
15,1079,20
15,1080,2
15,1081,2
15,1082,1
15,1083,2
15,1084,1
15,1085,5
15,1086,17
15,1087,1
15,1088,2
15,1089,21
15,1090,12
15,1091,1
15,1092,8
15,1093,7
15,1094,2
15,1095,7
15,1096,7
15,1097,10
15,1098,2
15,1099,1
15,1100,0
15,1101,1
15,1102,5
15,1103,2
15,1104,24
15,1105,7
15,1106,0
15,1107,3
15,1108,2
15,1109,13
15,1110,7
15,1111,6
15,1112,2
15,1113,9
15,1114,0
15,1115,0
15,1116,2
15,1117,1
16,1118,100000
16,1119,1
16,1120,3
16,1121,1
16,1122,6
16,1123,8
16,1124,6
16,1125,0
16,1126,8
16,1127,8
16,1128,7
16,1129,3
16,1130,5
16,1131,4
16,1132,6
16,1133,4
16,1134,5
16,1135,7
16,1136,4
16,1137,9
16,1138,7
16,1139,7
16,1140,4
16,1141,4
16,1142,0
16,1143,4
16,1144,5
16,1145,3
16,1146,5
16,1147,4
16,1148,3
16,1149,4
16,1150,8
16,1151,2
16,1152,3
16,1153,0
16,1154,4
16,1155,6
16,1156,4
16,1157,10
16,1158,4
16,1159,2
16,1160,6
16,1161,1
16,1162,9
16,1163,3
16,1164,4
16,1165,5
16,1166,6
16,1167,1
16,1168,4
16,1169,4
16,1170,5
16,1171,6
16,1172,7
16,1173,8
16,1174,3
16,1175,5
16,1176,4
16,1177,6
16,1178,3
16,1179,4
16,1180,3
16,1181,5
16,1182,5
16,1183,2
16,1184,3
16,1185,6
16,1186,4
16,1187,0
16,1188,3
16,1189,7
16,1190,4
16,1191,2
16,1192,9
16,1193,5
16,1194,2
16,1195,84
16,1196,48
16,1197,10
16,1198,31
16,1199,15
16,1200,20
16,1201,7
17,1202,100000
17,1203,4
17,1204,3
17,1205,5
17,1206,8
17,1207,0
17,1208,5
17,1209,2
17,1210,4
17,1211,5
17,1212,10
17,1213,1
17,1214,2
17,1215,0
17,1216,4
17,1217,0
17,1218,6
17,1219,1
17,1220,7
17,1221,0
17,1222,4
17,1223,2
17,1224,3
17,1225,5
17,1226,3
17,1227,15
17,1228,16
17,1229,4
17,1230,5
17,1231,0
17,1232,5
17,1233,1
17,1234,3
17,1235,5
17,1236,6
17,1237,2
17,1238,0
17,1239,5
17,1240,4
17,1241,0
17,1242,4
17,1243,3
17,1244,0
17,1245,11
17,1246,0
17,1247,7
17,1248,8
17,1249,2
17,1250,0
17,1251,10
17,1252,1
17,1253,1
17,1254,2
17,1255,0
17,1256,9
17,1257,0
17,1258,3
17,1259,1
17,1260,10
17,1261,5
17,1262,2
17,1263,0
17,1264,7
17,1265,4
17,1266,3
17,1267,3
17,1268,2
17,1269,0
17,1270,9
17,1271,2
17,1272,0
17,1273,8
17,1274,0
17,1275,7
17,1276,0
17,1277,4
17,1278,5
17,1279,4
17,1280,2
17,1281,0
17,1282,7
17,1283,7
17,1284,4
17,1285,9
17,1286,7
17,1287,0
17,1288,7
17,1289,13
17,1290,1
17,1291,4
17,1292,0
17,1293,1
17,1294,7
17,1295,1
17,1296,0
17,1297,15
17,1298,4
17,1299,7
17,1300,11
17,1301,1
17,1302,16
17,1303,3
17,1304,0
17,1305,12
17,1306,8
17,1307,7
17,1308,0
17,1309,36
17,1310,8
17,1311,5
17,1312,1
17,1313,22
17,1314,10
17,1315,33
17,1316,7
17,1317,9
17,1318,3
17,1319,6
17,1320,12
17,1321,4
17,1322,8
17,1323,6
18,1324,100000
18,1325,15
18,1326,3
18,1327,6
18,1328,10
18,1329,5
18,1330,2
18,1331,1
18,1332,13
18,1333,2
18,1334,3
18,1335,8
18,1336,0
18,1337,3
18,1338,0
18,1339,7
18,1340,6
18,1341,4
18,1342,4
18,1343,0
18,1344,4
18,1345,3
18,1346,4
18,1347,7
18,1348,10
18,1349,0
18,1350,0
18,1351,5
18,1352,4
18,1353,0
18,1354,12
18,1355,5
18,1356,2
18,1357,0
18,1358,16
18,1359,1
18,1360,8
18,1361,6
18,1362,0
18,1363,4
18,1364,0
18,1365,7
18,1366,5
18,1367,0
18,1368,0
18,1369,6
18,1370,3
18,1371,10
18,1372,3
18,1373,4
18,1374,11
18,1375,3
18,1376,6
18,1377,3
18,1378,7
18,1379,2
18,1380,8
18,1381,13
18,1382,0
18,1383,7
18,1384,5
18,1385,5
18,1386,7
18,1387,4
18,1388,0
18,1389,1
18,1390,0
18,1391,6
18,1392,0
18,1393,3
18,1394,2
18,1395,5
18,1396,7
18,1397,4
18,1398,2
18,1399,2
18,1400,3
18,1401,3
18,1402,3
18,1403,4
18,1404,3
18,1405,11
18,1406,4
18,1407,13
18,1408,1
18,1409,4
18,1410,8
18,1411,4
18,1412,1
18,1413,5
18,1414,0
18,1415,1
18,1416,8
18,1417,0
18,1418,11
18,1419,5
18,1420,6
18,1421,2
18,1422,3
18,1423,7
18,1424,12
18,1425,0
18,1426,0
18,1427,0
18,1428,3
18,1429,2
18,1430,2
18,1431,0
18,1432,13
18,1433,1
18,1434,0
18,1435,5
18,1436,2
18,1437,2
18,1438,5
18,1439,3
18,1440,0
18,1441,0
18,1442,8
18,1443,1
18,1444,2
18,1445,5
18,1446,4
18,1447,0
18,1448,8
18,1449,2
18,1450,6
18,1451,2
18,1452,2
18,1453,3
18,1454,3
18,1455,0
18,1456,3
18,1457,0
18,1458,2
18,1459,2
18,1460,6
18,1461,0
18,1462,2
18,1463,2
18,1464,2
18,1465,6
18,1466,1
18,1467,2
18,1468,2
18,1469,4
18,1470,1
18,1471,2
18,1472,0
18,1473,5
18,1474,7
18,1475,2
18,1476,5
18,1477,2
18,1478,4
18,1479,1
18,1480,7
19,1481,100000
19,1482,0
19,1483,4
19,1484,0
19,1485,9
19,1486,3
19,1487,1
19,1488,0
19,1489,0
19,1490,1
19,1491,7
19,1492,5
19,1493,1
19,1494,4
19,1495,8
19,1496,4
19,1497,2
19,1498,0
19,1499,0
19,1500,7
19,1501,1
19,1502,5
19,1503,1
19,1504,5
19,1505,6
19,1506,3
19,1507,6
19,1508,1
19,1509,2
19,1510,5
19,1511,4
19,1512,2
19,1513,2
19,1514,2
19,1515,1
19,1516,1
19,1517,2
19,1518,0
19,1519,2
19,1520,1
19,1521,0
19,1522,1
19,1523,1
19,1524,1
19,1525,1
19,1526,2
19,1527,6
19,1528,0
19,1529,3
19,1530,1
19,1531,6
19,1532,3
19,1533,3
19,1534,1
19,1535,1
19,1536,2
19,1537,1
19,1538,5
19,1539,1
19,1540,5
19,1541,2
19,1542,7
19,1543,1
19,1544,3
19,1545,2
19,1546,2
19,1547,0
19,1548,1
19,1549,3
19,1550,1
19,1551,2
19,1552,3
19,1553,3
19,1554,2
19,1555,6
19,1556,3
19,1557,1
19,1558,2
19,1559,2
19,1560,3
19,1561,3
19,1562,4
19,1563,2
19,1564,7
19,1565,0
19,1566,4
19,1567,1
19,1568,2
19,1569,2
19,1570,5
19,1571,1
19,1572,4
19,1573,3
19,1574,0
19,1575,1
19,1576,5
19,1577,5
19,1578,3
19,1579,1
19,1580,3
19,1581,2
19,1582,1
19,1583,3
19,1584,4
19,1585,4
19,1586,4
19,1587,0
19,1588,4
19,1589,5
19,1590,3
19,1591,7
19,1592,1
19,1593,0
19,1594,7
19,1595,7
19,1596,0
19,1597,1
19,1598,0
19,1599,0
19,1600,2
19,1601,1
19,1602,1
19,1603,0
19,1604,2
19,1605,0
19,1606,1
19,1607,1
19,1608,2
19,1609,0
19,1610,1
19,1611,1
19,1612,2
19,1613,3
19,1614,4
19,1615,3
19,1616,1
19,1617,1
19,1618,4
19,1619,2
19,1620,0
19,1621,1
19,1622,0
19,1623,0
19,1624,1
19,1625,1
19,1626,2
19,1627,5
19,1628,0
19,1629,1
19,1630,0
19,1631,4
19,1632,0
19,1633,0
19,1634,1
19,1635,3
19,1636,1
19,1637,2
19,1638,0
19,1639,2
19,1640,0
19,1641,1
19,1642,0
19,1643,1
19,1644,0
19,1645,3
19,1646,2
19,1647,2
19,1648,0
19,1649,1
19,1650,1
19,1651,0
19,1652,2
19,1653,0
19,1654,1
19,1655,0
19,1656,0
19,1657,1
19,1658,0
19,1659,0
19,1660,1
19,1661,0
19,1662,1
19,1663,3
19,1664,1
19,1665,0
19,1666,2
19,1667,0
19,1668,1
19,1669,0
19,1670,0
19,1671,2
19,1672,2
19,1673,0
19,1674,1
19,1675,1
19,1676,1
19,1677,0
19,1678,0
19,1679,0
19,1680,0
19,1681,1
19,1682,0
19,1683,1
19,1684,0
19,1685,0
19,1686,1
19,1687,0
19,1688,2
19,1689,1
19,1690,3
19,1691,0
19,1692,0
19,1693,1
19,1694,0
19,1695,0
19,1696,0
19,1697,1
19,1698,0
19,1699,1
19,1700,3
19,1701,1
19,1702,1
19,1703,1
19,1704,0
19,1705,0
19,1706,2
19,1707,2
19,1708,4
19,1709,0
19,1710,1
19,1711,0
19,1712,1
19,1713,1
19,1714,1
19,1715,3
19,1716,1
19,1717,0
19,1718,0
19,1719,3
19,1720,2
19,1721,0
19,1722,0
19,1723,1
19,1724,1
19,1725,0
19,1726,1
19,1727,1
19,1728,1
19,1729,1
19,1730,1
19,1731,1
19,1732,0
19,1733,1
19,1734,2
19,1735,0
19,1736,1
19,1737,1
19,1738,1
19,1739,2
19,1740,1
19,1741,2
19,1742,1
19,1743,0
19,1744,1
19,1745,0
19,1746,1
19,1747,0
19,1748,0
19,1749,2
19,1750,1
19,1751,1
19,1752,1
19,1753,1
19,1754,0
19,1755,1
19,1756,0
19,1757,1
19,1758,1
19,1759,0
19,1760,0
19,1761,1
19,1762,3
19,1763,0
19,1764,3
19,1765,0
19,1766,2
19,1767,2
19,1768,0
19,1769,0
19,1770,0
19,1771,1
19,1772,1
19,1773,0
19,1774,1
19,1775,2
19,1776,1
19,1777,0
19,1778,0
19,1779,1
19,1780,0
19,1781,2
19,1782,0
19,1783,0
19,1784,1
19,1785,0
19,1786,0
19,1787,3
19,1788,0
19,1789,2
19,1790,1
19,1791,1
19,1792,1
19,1793,3
19,1794,0
19,1795,1
19,1796,0
19,1797,4
19,1798,3
19,1799,0
19,1800,0
19,1801,2
19,1802,0
19,1803,0
19,1804,2
19,1805,0
19,1806,1
19,1807,2
19,1808,2
19,1809,3
19,1810,0
19,1811,0
19,1812,0
19,1813,0
19,1814,1
19,1815,1
19,1816,1
19,1817,2
19,1818,1
19,1819,1
19,1820,0
19,1821,1
19,1822,0
19,1823,3
19,1824,3
19,1825,0
19,1826,2
19,1827,2
19,1828,0
19,1829,2
19,1830,1
19,1831,3
19,1832,0
19,1833,0
19,1834,1
19,1835,2
19,1836,1
19,1837,1
19,1838,1
19,1839,0
19,1840,1
19,1841,1
19,1842,1
19,1843,0
19,1844,4
19,1845,2
19,1846,1
19,1847,5
19,1848,2
19,1849,2
19,1850,1
19,1851,4
19,1852,0
19,1853,0
19,1854,1
19,1855,0
19,1856,0
19,1857,1
19,1858,1
19,1859,1
19,1860,2
19,1861,0
19,1862,1
19,1863,3
19,1864,1
19,1865,0
19,1866,1
19,1867,5
19,1868,2
19,1869,1
19,1870,1
19,1871,2
19,1872,1
19,1873,1
19,1874,0
19,1875,0
19,1876,3
19,1877,0
19,1878,4
19,1879,0
19,1880,2
19,1881,2
19,1882,2
19,1883,1
19,1884,1
19,1885,2
19,1886,1
19,1887,0
19,1888,2
19,1889,1
19,1890,5
19,1891,2
19,1892,1
19,1893,1
19,1894,1
19,1895,2
19,1896,0
20,1897,100000
20,1898,11
20,1899,14
20,1900,4
20,1901,0
20,1902,77
20,1903,20
20,1904,2
20,1905,3
20,1906,1
20,1907,0
20,1908,0
20,1909,2
20,1910,1
20,1911,1
20,1912,1
20,1913,4
20,1914,1
20,1915,1
20,1916,1
20,1917,1
20,1918,0
20,1919,1
20,1920,1
20,1921,2
20,1922,3
20,1923,4
20,1924,2
20,1925,1
20,1926,2
20,1927,0
20,1928,1
20,1929,5
20,1930,1
20,1931,2
20,1932,1
20,1933,2
20,1934,2
20,1935,1
20,1936,1
20,1937,2
20,1938,4
20,1939,0
20,1940,1
20,1941,0
20,1942,2
20,1943,4
20,1944,1
20,1945,3
20,1946,1
20,1947,0
20,1948,0
20,1949,1
20,1950,2
20,1951,3
20,1952,0
20,1953,2
20,1954,1
20,1955,2
20,1956,1
20,1957,1
20,1958,3
20,1959,5
20,1960,2
20,1961,0
20,1962,1
20,1963,2
20,1964,1
20,1965,1
20,1966,0
20,1967,1
20,1968,2
20,1969,2
20,1970,0
20,1971,3
20,1972,1
20,1973,1
20,1974,2
20,1975,2
20,1976,1
20,1977,0
20,1978,2
20,1979,1
20,1980,1
20,1981,1
20,1982,0
20,1983,0
20,1984,0
20,1985,1
20,1986,2
20,1987,1
20,1988,1
20,1989,1
20,1990,3
20,1991,1
20,1992,1
20,1993,1
20,1994,1
20,1995,1
20,1996,1
20,1997,0
20,1998,2
20,1999,0
20,2000,2
20,2001,1
20,2002,1
20,2003,1
20,2004,1
20,2005,2
20,2006,1
20,2007,1
20,2008,3
20,2009,3
20,2010,1
20,2011,3
20,2012,1
20,2013,3
20,2014,0
20,2015,0
20,2016,1
20,2017,0
20,2018,1
20,2019,0
20,2020,0
20,2021,0
20,2022,1
20,2023,3
20,2024,1
20,2025,1
20,2026,1
20,2027,0
20,2028,0
20,2029,1
20,2030,2
20,2031,1
20,2032,2
20,2033,2
20,2034,1
20,2035,1
20,2036,1
20,2037,2
20,2038,1
20,2039,1
20,2040,0
20,2041,0
20,2042,1
20,2043,1
20,2044,2
20,2045,3
20,2046,2
20,2047,0
20,2048,0
20,2049,2
20,2050,2
20,2051,1
20,2052,0
20,2053,2
20,2054,2
20,2055,0
20,2056,1
20,2057,1
20,2058,1
20,2059,1
20,2060,1
20,2061,1
20,2062,1
20,2063,3
20,2064,0
20,2065,1
20,2066,1
20,2067,0
20,2068,1
20,2069,0
20,2070,0
20,2071,0
20,2072,1
20,2073,2
20,2074,1
20,2075,2
20,2076,1
20,2077,0
20,2078,0
20,2079,0
20,2080,0
20,2081,1
20,2082,1
20,2083,0
20,2084,1
20,2085,0
20,2086,3
20,2087,1
20,2088,4
20,2089,1
20,2090,3
20,2091,1
20,2092,0
20,2093,1
20,2094,1
20,2095,1
20,2096,2
20,2097,2
20,2098,1
20,2099,1
20,2100,2
20,2101,2
20,2102,2
20,2103,2
20,2104,2
20,2105,1
20,2106,0
20,2107,2
20,2108,0
20,2109,3
20,2110,0
20,2111,2
20,2112,3
20,2113,0
20,2114,2
20,2115,3
20,2116,0
20,2117,4
20,2118,1
20,2119,1
20,2120,2
20,2121,1
20,2122,0
20,2123,3
20,2124,2
20,2125,0
20,2126,2
20,2127,1
20,2128,2
20,2129,4
20,2130,0
20,2131,0
20,2132,2
20,2133,2
20,2134,0
